GENESIS-Tabelle: 12411-0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bevölkerung: Bundesländer, Stichtag, Geschlecht, Altersjahre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fortschreibung des Bevölkerungsstandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bevölkerungsstand (Anzahl),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Baden-Württemberg,Baden-Württemberg,Baden-Württemberg,Bayern,Bayern,Bayern,Berlin,Berlin,Berlin,Brandenburg,Brandenburg,Brandenburg,Bremen,Bremen,Bremen,Hamburg,Hamburg,Hamburg,Hessen,Hessen,Hessen,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,Niedersachsen,Niedersachsen,Niedersachsen,Nordrhein-Westfalen,Nordrhein-Westfalen,Nordrhein-Westfalen,Rheinland-Pfalz,Rheinland-Pfalz,Rheinland-Pfalz,Saarland,Saarland,Saarland,Sachsen,Sachsen,Sachsen,Sachsen-Anhalt,Sachsen-Anhalt,Sachsen-Anhalt,Schleswig-Holstein,Schleswig-Holstein,Schleswig-Holstein,Thüringen,Thüringen,Thüringen
,,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt,männlich,weiblich,Insgesamt
2020-12-31,19-Jährige,59802,55118,114920,67725,61921,129646,15563,15193,30756,10591,9356,19947,3702,3420,7122,8647,8466,17113,32617,29902,62519,7004,6447,13451,43558,40351,83909,95076,88229,183305,21042,19422,40464,4761,4308,9069,17803,16427,34230,9418,8534,17952,15146,14257,29403,9182,8603,17785
2020-12-31,20-Jährige,64339,59156,123495,72500,66492,138992,17426,16810,34236,10822,9680,20502,4098,3872,7970,9884,9359,19243,34743,32232,66975,7318,6735,14053,46172,41870,88042,101611,93456,195067,22287,20577,42864,5040,4519,9559,19048,17595,36643,10171,8720,18891,16146,15013,31159,9568,8684,18252
2020-12-31,21-Jährige,67476,60150,127626,76757,67916,144673,18247,18078,36325,10719,8974,19693,4457,4148,8605,10437,9984,20421,36411,32770,69181,7024,6337,13361,47180,41837,89017,104242,94995,199237,22779,20799,43578,5187,4718,9905,18922,17053,35975,10009,8397,18406,16764,14773,31537,9631,8259,17890
2020-12-31,22-Jährige,69586,62140,131726,80261,71575,151836,19298,19478,38776,10195,8598,18793,4994,4089,9083,11200,11010,22210,37865,34231,72096,6729,6194,12923,47870,43249,91119,107439,98373,205812,23360,21579,44939,5327,4681,10008,18112,16853,34965,9338,8405,17743,16359,14924,31283,9413,8258,17671
2020-12-31,23-Jährige,73039,65133,138172,83635,75110,158745,21563,21416,42979,9787,8242,18029,4913,4427,9340,12403,12286,24689,40749,36477,77226,6907,6241,13148,49856,44903,94759,113392,103537,216929,24905,22517,47422,5660,5094,10754,18486,16905,35391,9659,8370,18029,17040,15049,32089,9494,8316,17810
2020-12-31,24-Jährige,72784,65322,138106,83321,75770,159091,22674,22962,45636,9391,7946,17337,4981,4462,9443,12724,12875,25599,39873,36306,76179,6608,5863,12471,49250,44073,93323,113149,104108,217257,24831,22129,46960,5717,5237,10954,18041,16536,34577,9169,7858,17027,16519,15259,31778,8940,7946,16886
2020-12-31,25-Jährige,72292,64815,137107,82972,75644,158616,23845,24083,47928,8554,7468,16022,4782,4519,9301,12853,13216,26069,39548,35918,75466,5974,5464,11438,48236,43244,91480,111405,102522,213927,24171,21836,46007,5659,5099,10758,17139,15342,32481,8629,7284,15913,16099,14681,30780,8534,7193,15727
2020-12-31,26-Jährige,73147,65881,139028,84274,77319,161593,25156,25422,50578,8291,7292,15583,4961,4506,9467,13692,14063,27755,39840,37052,76892,5685,5060,10745,48731,43665,92396,113596,104964,218560,24620,22479,47099,5709,5353,11062,16742,14944,31686,8238,7028,15266,16425,14820,31245,7850,6812,14662
2020-12-31,27-Jährige,75293,68146,143439,87971,81129,169100,26555,27083,53638,8092,7380,15472,5012,4650,9662,14249,14716,28965,40646,37920,78566,5867,5173,11040,49884,44562,94446,116321,109030,225351,25724,23232,48956,6026,5355,11381,17026,15081,32107,8178,7206,15384,16546,15292,31838,8048,7071,15119
2020-12-31,28-Jährige,76238,68545,144783,88819,83370,172189,27739,27965,55704,8720,7986,16706,5067,4633,9700,14630,14907,29537,41160,38276,79436,6267,5801,12068,49568,44821,94389,117341,110257,227598,25704,23819,49523,6143,5675,11818,17312,15732,33044,8568,7720,16288,16673,15433,32106,8337,7543,15880
2020-12-31,29-Jährige,77380,71109,148489,91617,84108,175725,29840,29411,59251,9772,9403,19175,5163,4725,9888,15349,15521,30870,41777,39591,81368,6921,6468,13389,50027,45761,95788,119156,112745,231901,26581,24290,50871,6267,5672,11939,19664,18011,37675,9469,8532,18001,17074,15886,32960,9376,8403,17779
2020-12-31,30-Jährige,81000,74270,155270,95847,88530,184377,34091,33692,67783,14223,13699,27922,5430,4737,10167,16325,16477,32802,44049,41662,85711,10088,9556,19644,52447,47874,100321,123601,116744,240345,27546,25095,52641,6428,5871,12299,27670,24997,52667,13758,12046,25804,18060,16831,34891,13192,11792,24984
2020-12-31,31-Jährige,79239,72420,151659,92755,86959,179714,34336,33949,68285,15177,14745,29922,5194,4830,10024,15959,16078,32037,43568,41195,84763,10701,10003,20704,51264,47077,98341,119183,113980,233163,26789,24832,51621,6332,5743,12075,28646,25788,54434,13933,12694,26627,17490,16571,34061,13300,12205,25505
2020-12-31,32-Jährige,80650,73647,154297,95033,88371,183404,34666,34084,68750,16115,15476,31591,5260,4867,10127,16142,16245,32387,43976,41397,85373,11235,10380,21615,52364,48499,100863,121088,115829,236917,27525,25409,52934,6416,5917,12333,29164,26669,55833,14635,13226,27861,18262,16925,35187,14373,13014,27387
2020-12-31,33-Jährige,77516,71204,148720,92235,85640,177875,34093,32900,66993,16410,16100,32510,4985,4662,9647,15547,15349,30896,42415,40522,82937,11470,10588,22058,51043,47724,98767,118193,113168,231361,26527,25106,51633,6240,5872,12112,29707,27002,56709,14507,13332,27839,17803,16779,34582,14581,13134,27715
2020-12-31,34-Jährige,76198,71382,147580,90857,85442,176299,32923,31657,64580,16160,15909,32069,4837,4553,9390,15094,14833,29927,41563,40120,81683,11000,10293,21293,49740,47118,96858,114834,112037,226871,26043,24787,50830,6144,5778,11922,28232,26047,54279,14112,12934,27046,17149,16640,33789,14255,12641,26896
2020-12-31,35-Jährige,73621,68938,142559,86864,82512,169376,32057,30465,62522,16795,16044,32839,4642,4351,8993,14401,14556,28957,40200,38603,78803,10872,10258,21130,47116,46161,93277,110332,108381,218713,24904,23877,48781,5891,5482,11373,28719,25784,54503,14123,12679,26802,16397,16320,32717,14118,12634,26752
2020-12-31,36-Jährige,72954,68848,141802,86232,82725,168957,30934,29180,60114,16424,15936,32360,4432,4276,8708,14320,14154,28474,40213,39477,79690,10739,10001,20740,46966,45244,92210,109498,107777,217275,24901,24003,48904,5737,5530,11267,27825,25448,53273,14047,12754,26801,16347,16444,32791,14199,12656,26855
2020-12-31,37-Jährige,71590,69008,140598,86740,83180,169920,29733,28633,58366,16718,16115,32833,4536,4381,8917,13875,14063,27938,39653,39377,79030,10868,9999,20867,46904,46246,93150,109295,108370,217665,24848,24175,49023,5831,5553,11384,28142,25507,53649,14249,12728,26977,16612,16746,33358,14242,12758,27000
2020-12-31,38-Jährige,73255,70565,143820,87847,85856,173703,29755,28192,57947,17081,16276,33357,4579,4471,9050,13928,13956,27884,40818,40711,81529,11048,10050,21098,47522,47239,94761,111454,111153,222607,25472,24757,50229,5970,5704,11674,28656,25454,54110,14159,12570,26729,17025,17613,34638,14708,12974,27682
2020-12-31,39-Jährige,72275,70445,142720,86927,85890,172817,28639,27890,56529,16879,16135,33014,4461,4158,8619,13632,14264,27896,40108,41120,81228,10733,9700,20433,47246,47640,94886,109687,110802,220489,25355,25212,50567,5953,5556,11509,27786,24704,52490,14066,12430,26496,16984,17561,34545,14209,12618,26827
2020-12-31,40-Jährige,72503,71171,143674,86126,85442,171568,28213,26808,55021,17547,16593,34140,4343,4134,8477,13685,13974,27659,40709,41203,81912,10861,10027,20888,47291,48283,95574,109812,111940,221752,24622,24849,49471,5918,5666,11584,28340,25398,53738,14282,12754,27036,17166,18024,35190,14535,12969,27504
2020-12-31,41-Jährige,67759,67527,135286,82585,81845,164430,25978,25011,50989,16893,15859,32752,4197,3866,8063,12836,13004,25840,38933,39687,78620,10818,9615,20433,45410,45899,91309,103391,106457,209848,23857,23713,47570,5409,5610,11019,27381,24104,51485,13722,12119,25841,16310,17082,33392,13943,12367,26310
2020-12-31,42-Jährige,66453,65650,132103,80940,80852,161792,25067,23748,48815,16702,16013,32715,4137,3884,8021,12729,12545,25274,38452,39248,77700,10569,9493,20062,45314,45615,90929,102293,105038,207331,23591,23357,46948,5187,5439,10626,27217,24367,51584,13543,12140,25683,16607,16943,33550,13493,11970,25463
2020-12-31,43-Jährige,65958,65213,131171,80937,79850,160787,24150,23294,47444,16199,15381,31580,3914,3943,7857,12407,12249,24656,37727,38934,76661,10383,9088,19471,44948,45380,90328,102959,104675,207634,23090,23518,46608,5298,5491,10789,26636,23618,50254,13074,11656,24730,16303,16996,33299,13205,11858,25063
2020-12-31,44-Jährige,66439,65221,131660,79887,79370,159257,22772,22394,45166,14840,13965,28805,3970,3906,7876,12154,12352,24506,37893,38833,76726,9081,8038,17119,45101,45707,90808,102763,105573,208336,22880,23065,45945,5167,5150,10317,23509,21280,44789,11686,10464,22150,16417,17218,33635,11792,10698,22490
2020-12-31,45-Jährige,64814,64641,129455,78348,78092,156440,22041,21127,43168,14153,13151,27304,3952,3870,7822,11780,11561,23341,37233,37549,74782,8599,7614,16213,44235,44395,88630,100522,102740,203262,22413,22789,45202,5101,5041,10142,22629,20101,42730,11278,9884,21162,16163,16667,32830,11471,10094,21565
2020-12-31,46-Jährige,65921,66334,132255,79267,79314,158581,21413,20699,42112,13639,13070,26709,3912,3733,7645,11773,11485,23258,38000,38096,76096,8392,7477,15869,45154,46157,91311,101377,104611,205988,22473,23175,45648,5064,5237,10301,22449,19716,42165,11357,10356,21713,16149,16687,32836,11839,10467,22306
2020-12-31,47-Jährige,65667,65777,131444,78938,78992,157930,20552,20218,40770,13830,13352,27182,3906,3885,7791,11287,11468,22755,37805,38378,76183,8540,7757,16297,45908,47121,93029,102612,105691,208303,23064,23448,46512,5116,5246,10362,22644,19951,42595,11925,10671,22596,16619,17241,33860,12168,10922,23090
2020-12-31,48-Jährige,70817,70829,141646,84818,85047,169865,21539,20834,42373,15608,14481,30089,4120,4080,8200,11817,11732,23549,40398,40900,81298,9239,8550,17789,50569,50992,101561,111195,113401,224596,24918,25619,50537,5620,5827,11447,24817,21732,46549,13577,12347,25924,18088,18768,36856,13865,12071,25936
2020-12-31,49-Jährige,76369,75578,151947,91722,91456,183178,23653,22792,46445,18137,17049,35186,4372,4352,8724,12581,12420,25001,43566,43913,87479,10728,9821,20549,55201,56207,111408,121371,123804,245175,27416,27833,55249,6185,6472,12657,28709,25468,54177,16084,14584,30668,20281,20916,41197,15406,13659,29065
2020-12-31,50-Jährige,79185,78602,157787,95166,94534,189700,23850,23179,47029,18161,17565,35726,4631,4445,9076,12890,12621,25511,45555,45743,91298,10870,10207,21077,57793,58758,116551,127208,128379,255587,28767,29038,57805,6503,6587,13090,28446,25621,54067,15934,14977,30911,21329,21611,42940,15476,14214,29690
2020-12-31,51-Jährige,85087,83592,168679,103302,101215,204517,24950,23925,48875,18791,18347,37138,4962,4724,9686,13456,13029,26485,49041,48429,97470,11193,10614,21807,63177,63172,126349,139481,140011,279492,31254,31289,62543,7213,7366,14579,28337,26111,54448,16414,15498,31912,23584,24042,47626,15568,14444,30012
2020-12-31,52-Jährige,88577,87252,175829,107653,105022,212675,26066,25146,51212,19776,19494,39270,5212,5045,10257,14445,13905,28350,51500,50451,101951,11800,11468,23268,66289,66119,132408,145899,146286,292185,33088,32937,66025,7688,7922,15610,28598,26690,55288,16832,15943,32775,24952,25518,50470,15616,14862,30478
2020-12-31,53-Jährige,90597,88552,179149,109800,107445,217245,26104,25237,51341,20864,20469,41333,5267,5049,10316,14419,14011,28430,51974,51431,103405,12164,12166,24330,67870,68354,136224,149174,149005,298179,33686,34019,67705,8031,8119,16150,29442,27645,57087,17344,16826,34170,25968,26351,52319,15915,15588,31503
2020-12-31,54-Jährige,92167,90288,182455,110205,108088,218293,26760,26608,53368,22244,22043,44287,5417,5147,10564,14444,14101,28545,52889,52126,105015,13252,13034,26286,69357,68955,138312,152592,152062,304654,35331,34853,70184,8404,8396,16800,30672,29633,60305,18066,17462,35528,25992,26537,52529,17155,16544,33699
2020-12-31,55-Jährige,91800,89334,181134,109540,106463,216003,27695,27056,54751,23316,22759,46075,5376,5223,10599,13869,13698,27567,52697,52281,104978,14003,13769,27772,68711,67928,136639,151431,150913,302344,35195,34997,70192,8368,8774,17142,31994,30665,62659,18753,18445,37198,25327,26230,51557,17513,17234,34747
2020-12-31,56-Jährige,92820,90499,183319,110300,108531,218831,27932,27606,55538,24228,23571,47799,5306,5147,10453,14003,13784,27787,53173,52212,105385,14708,14467,29175,68538,68915,137453,153046,152393,305439,35839,35718,71557,8584,8971,17555,32648,32461,65109,19334,19316,38650,25917,26037,51954,18417,18151,36568
2020-12-31,57-Jährige,91217,89121,180338,107570,107411,214981,27700,27360,55060,24779,24362,49141,5004,5171,10175,13284,13235,26519,51823,51218,103041,15171,15138,30309,67446,67457,134903,149384,149366,298750,35840,35463,71303,8699,8887,17586,33238,32593,65831,20112,19823,39935,24803,25610,50413,18637,18685,37322
2020-12-31,58-Jährige,87739,86249,173988,103605,104009,207614,26151,26053,52204,24467,24126,48593,4967,5042,10009,12197,12356,24553,49332,49308,98640,15083,15120,30203,64514,65440,129954,142301,143282,285583,34585,34744,69329,8594,8774,17368,32456,32073,64529,19538,19842,39380,23554,24260,47814,18394,18488,36882
2020-12-31,59-Jährige,84835,85136,169971,101610,101952,203562,24415,24921,49336,23980,23857,47837,4669,4777,9446,11496,11952,23448,47469,48104,95573,15196,15231,30427,63790,64483,128273,137963,141020,278983,34222,34524,68746,8814,8743,17557,31937,32453,64390,19492,19693,39185,22862,23647,46509,18809,19087,37896
2020-12-31,60-Jährige,81527,82782,164309,96906,97562,194468,23678,23326,47004,22704,23004,45708,4501,4656,9157,11220,11447,22667,45754,46315,92069,14629,15023,29652,60412,61686,122098,134081,137782,271863,32595,33611,66206,8308,8607,16915,30624,31083,61707,18927,19007,37934,21642,22561,44203,17841,18134,35975
2020-12-31,61-Jährige,77905,78937,156842,93151,94056,187207,22276,22576,44852,22263,22184,44447,4320,4635,8955,10520,10920,21440,43973,44742,88715,14209,14656,28865,58326,59754,118080,129501,133682,263183,31703,32024,63727,8557,8475,17032,30093,30975,61068,18045,18896,36941,20905,21838,42743,17789,18135,35924
2020-12-31,62-Jährige,73603,74836,148439,87761,89315,177076,20207,20750,40957,20266,20437,40703,4131,4400,8531,9878,10424,20302,41259,42308,83567,13422,13732,27154,54659,56154,110813,122044,126442,248486,29737,30414,60151,8054,8194,16248,27459,28803,56262,17001,17601,34602,19645,20436,40081,16407,16888,33295
2020-12-31,63-Jährige,70862,72307,143169,83962,86572,170534,19077,19920,38997,19647,19832,39479,4050,4412,8462,9285,9944,19229,39892,41231,81123,13005,13326,26331,53120,55263,108383,118487,122871,241358,29352,29800,59152,7714,7874,15588,27062,28724,55786,16472,17477,33949,18647,20210,38857,16206,16839,33045
2020-12-31,64-Jährige,67799,70776,138575,80365,82781,163146,18480,19633,38113,19333,19669,39002,3826,4152,7978,8712,9488,18200,37992,39714,77706,12812,13582,26394,50753,52745,103498,112404,118557,230961,27822,28861,56683,7318,7603,14921,27336,29182,56518,16344,17934,34278,17642,18960,36602,16365,17132,33497
2020-12-31,65-Jährige,63396,67119,130515,74410,78688,153098,17871,19524,37395,19144,19726,38870,3644,4079,7723,8209,8886,17095,35789,38114,73903,12869,13718,26587,48395,50810,99205,105833,114453,220286,26468,27814,54282,6833,7247,14080,27946,30320,58266,17014,17979,34993,16999,18487,35486,16202,17323,33525
2020-12-31,66-Jährige,59759,65432,125191,71044,77216,148260,17157,19433,36590,18493,19615,38108,3447,3991,7438,7739,8761,16500,34481,37391,71872,12825,13516,26341,46422,50119,96541,102027,112165,214192,25677,27171,52848,6804,7364,14168,27215,30261,57476,16379,17550,33929,16670,18449,35119,15831,17048,32879
2020-12-31,67-Jährige,56609,62904,119513,67474,74165,141639,16489,19100,35589,17941,19249,37190,3324,3817,7141,7224,8440,15664,32103,35761,67864,12403,13289,25692,44466,48276,92742,95357,107020,202377,24579,26574,51153,6648,7121,13769,27025,30354,57379,16051,17902,33953,15978,17365,33343,15669,16878,32547
2020-12-31,68-Jährige,55981,62550,118531,66802,74733,141535,15898,18968,34866,17236,18811,36047,3232,3832,7064,7298,8494,15792,32160,36024,68184,11712,12964,24676,44534,48321,92855,93053,105510,198563,24465,25991,50456,6477,6882,13359,27416,30587,58003,15782,17550,33332,15710,17320,33030,15299,16696,31995
2020-12-31,69-Jährige,53968,60242,114210,64020,71797,135817,15907,19243,35150,16804,17956,34760,3232,3821,7053,6994,8398,15392,31128,35313,66441,11244,12429,23673,43619,47329,90948,88852,101540,190392,23667,25242,48909,6086,6679,12765,27380,31431,58811,14774,16956,31730,15631,17137,32768,15095,16586,31681
2020-12-31,70-Jährige,53245,60641,113886,64375,72013,136388,16247,20064,36311,15374,17086,32460,3228,3779,7007,7159,8649,15808,31930,35748,67678,10454,11331,21785,43146,46835,89981,88189,100667,188856,23666,25416,49082,6192,6678,12870,26039,30001,56040,14400,16480,30880,15526,17353,32879,13956,15903,29859
2020-12-31,71-Jährige,52210,58760,110970,62109,69996,132105,15206,18509,33715,12865,14388,27253,3226,3758,6984,7127,8571,15698,31336,35307,66643,8819,9841,18660,42332,45899,88231,87332,99277,186609,22442,24442,46884,6265,6734,12999,22392,26218,48610,12422,14794,27216,15438,16981,32419,12373,13878,26251
2020-12-31,72-Jährige,47970,53307,101277,58619,65828,124447,13892,16738,30630,11069,12248,23317,2985,3455,6440,6969,8202,15171,29258,32754,62012,7494,8438,15932,38879,42110,80989,78348,90340,168688,19108,20804,39912,5230,5771,11001,17756,20986,38742,10345,12356,22701,14702,16623,31325,10444,11980,22424
2020-12-31,73-Jährige,43708,49562,93270,56625,63841,120466,12748,15768,28516,10147,11801,21948,2770,3363,6133,6687,7728,14415,26764,30759,57523,6793,7796,14589,34363,38468,72831,71038,82643,153681,16617,18487,35104,4225,4706,8931,17151,21131,38282,9977,12045,22022,13522,15271,28793,9756,11428,21184
2020-12-31,74-Jährige,37378,43030,80408,48273,56349,104622,10090,11841,21931,6704,7966,14670,2750,3150,5900,5977,7156,13133,22636,25854,48490,4525,5095,9620,31326,35706,67032,63431,75515,138946,14522,16298,30820,3260,3844,7104,12767,15636,28403,7843,9615,17458,12326,14328,26654,7727,9439,17166
2020-12-31,75-Jährige,31209,36948,68157,38291,45072,83363,10843,13482,24325,7665,9498,17163,2076,2538,4614,5195,6442,11637,18287,21454,39741,4606,5571,10177,24254,27896,52150,51554,63642,115196,11726,13825,25551,2956,3493,6449,14472,18571,33043,7726,9843,17569,9776,11832,21608,7181,8828,16009
2020-12-31,76-Jährige,40015,47514,87529,49182,57495,106677,14053,17472,31525,11269,14061,25330,2561,3104,5665,6481,7939,14420,24033,28329,52362,6701,8283,14984,31363,37469,68832,65833,81291,147124,15095,17937,33032,3861,4755,8616,20950,26504,47454,10588,13600,24188,12959,15350,28309,10224,12726,22950
2020-12-31,77-Jährige,39132,48104,87236,47970,56940,104910,14640,18431,33071,12008,14735,26743,2708,3159,5867,6413,7972,14385,23353,27742,51095,7099,8933,16032,32050,37829,69879,64495,80538,145033,14794,17557,32351,3674,4575,8249,20126,26124,46250,10774,13789,24563,13185,15636,28821,10078,12495,22573
2020-12-31,78-Jährige,38478,46181,84659,45395,54701,100096,13374,17201,30575,11197,14281,25478,2487,3262,5749,6059,7603,13662,21637,26118,47755,6535,8629,15164,30179,36269,66448,60932,77199,138131,14045,16864,30909,3456,4493,7949,18130,24021,42151,10168,13620,23788,12252,14835,27087,8928,11816,20744
2020-12-31,79-Jährige,43885,55876,99761,52557,66494,119051,14968,19529,34497,13360,17309,30669,2734,3582,6316,6726,8595,15321,25107,30952,56059,8086,10748,18834,35124,43664,78788,69771,91300,161071,16595,21047,37642,4297,5728,10025,21582,29287,50869,12006,16178,28184,14395,17543,31938,11101,14750,25851
2020-12-31,80-Jährige,44066,57399,101465,53397,69522,122919,13578,18306,31884,12682,17111,29793,2791,3580,6371,6562,8822,15384,25438,32702,58140,7627,10707,18334,34749,44820,79569,71673,96691,168364,17026,22531,39557,4201,5842,10043,21386,29246,50632,11654,16136,27790,13935,17346,31281,11181,15752,26933
2020-12-31,81-Jährige,41607,55383,96990,50468,66864,117332,11997,16922,28919,11619,16382,28001,2500,3509,6009,5881,8289,14170,23563,31301,54864,7192,10700,17892,32329,42924,75253,67106,92902,160008,16223,21214,37437,4107,5881,9988,19563,28152,47715,10591,15318,25909,13067,16752,29819,10427,14719,25146
2020-12-31,82-Jährige,36471,50162,86633,42899,58511,101410,10599,15301,25900,10008,14493,24501,2270,3302,5572,5259,7609,12868,20541,27692,48233,6368,9546,15914,29116,39568,68684,59837,84721,144558,14182,19213,33395,3583,5146,8729,16783,24493,41276,8793,13355,22148,11478,15245,26723,8580,12334,20914
2020-12-31,83-Jährige,31944,44448,76392,36435,51390,87825,9038,13938,22976,8599,12880,21479,1928,2903,4831,4777,6747,11524,17761,24696,42457,5327,8307,13634,24982,34816,59798,52152,76914,129066,12279,17384,29663,3284,5074,8358,14338,21536,35874,7596,11813,19409,9933,13369,23302,7050,10826,17876
2020-12-31,84-Jährige,28374,40744,69118,31516,46573,78089,8187,12554,20741,7762,11931,19693,1754,2675,4429,4152,6278,10430,15955,22609,38564,4598,7829,12427,21400,31662,53062,46077,70121,116198,10992,15935,26927,2998,4704,7702,12687,20184,32871,6605,10922,17527,8580,12018,20598,6305,9988,16293
2020-12-31,85-Jährige,24680,36591,61271,26649,41676,68325,7161,11302,18463,6744,10838,17582,1426,2379,3805,3575,5771,9346,13316,20402,33718,4119,6993,11112,18505,28601,47106,40152,63490,103642,9366,14361,23727,2491,3974,6465,11588,18299,29887,5711,10038,15749,7176,10836,18012,5300,9060,14360
2020-12-31,86-Jährige,19934,30810,50744,22098,35736,57834,5980,9837,15817,5430,9138,14568,1199,2065,3264,2761,4757,7518,11071,17395,28466,3417,6028,9445,14971,24353,39324,33453,55224,88677,7788,12258,20046,1887,3203,5090,9275,16043,25318,4676,8613,13289,5849,9001,14850,4433,7712,12145
2020-12-31,87-Jährige,14682,23630,38312,16074,27438,43512,3714,6529,10243,3645,6460,10105,801,1443,2244,1932,3369,5301,7778,12771,20549,2322,4469,6791,10102,17600,27702,22821,39902,62723,5465,9154,14619,1467,2518,3985,6316,11401,17717,3107,6210,9317,3654,6299,9953,2982,5395,8377
2020-12-31,88-Jährige,12228,21102,33330,13663,25036,38699,3010,5566,8576,3097,5714,8811,629,1309,1938,1605,2975,4580,6607,11499,18106,2056,4035,6091,8526,15913,24439,19585,35922,55507,4628,8136,12764,1227,2356,3583,5114,9967,15081,2688,5449,8137,3018,5470,8488,2479,4936,7415
2020-12-31,89-Jährige,10487,19033,29520,11393,21999,33392,2659,5035,7694,2562,5105,7667,571,1178,1749,1356,2812,4168,5561,10437,15998,1635,3426,5061,7371,14677,22048,16564,32842,49406,3899,7530,11429,1071,2108,3179,4477,9271,13748,2135,4944,7079,2574,5141,7715,2090,4338,6428
2020-12-31,90 Jahre und mehr,31943,76282,108225,35557,86695,122252,8264,21765,30029,7058,19406,26464,1953,5207,7160,4860,12390,17250,18362,44622,62984,4205,12510,16715,22919,60312,83231,51266,133593,184859,12419,31443,43862,2997,7969,10966,13264,38604,51868,5983,18974,24957,8383,21203,29586,5836,17447,23283
2020-12-31,Insgesamt,5516636,5586407,11103043,6512595,6627588,13140183,1802038,1862050,3664088,1248050,1283021,2531071,336390,343740,680130,906933,945545,1852478,3108408,3184746,6293154,793537,817237,1610774,3951456,4051965,8003421,8794888,9130682,17925570,2026105,2072286,4098391,483001,500990,983991,1999026,2057915,4056941,1072595,1108089,2180684,1425649,1485226,2910875,1049212,1071025,2120237
__________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Berlin: bis 1990 nur Berlin-West
Neue Länder ab 1991

Ab 2011: Ergebnisse auf Grundlage des Zensus 2011.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"© Statistisches Bundesamt (Destatis), 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stand: 27.10.2021 / 11:04:25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
