Geschlecht,Jahr,Monat,AlterVon,AlterBis,Anzahl
 1            ,              2021         ,              1            ,              0            ,              14           ,              172
 1            ,              2021         ,              2            ,              0            ,              14           ,              116
 1            ,              2021         ,              3            ,              0            ,              14           ,              152
 1            ,              2021         ,              4            ,              0            ,              14           ,              143
 1            ,              2021         ,              5            ,              0            ,              14           ,              172
 1            ,              2021         ,              6            ,              0            ,              14           ,              162
 1            ,              2021         ,              7            ,              0            ,              14           ,              159
 1            ,              2021         ,              8            ,              0            ,              14           ,              152
 1            ,              2021         ,              9            ,              0            ,              14           ,              154
 1            ,              2021         ,              1            ,              15           ,              29           ,              197
 1            ,              2021         ,              2            ,              15           ,              29           ,              188
 1            ,              2021         ,              3            ,              15           ,              29           ,              215
 1            ,              2021         ,              4            ,              15           ,              29           ,              234
 1            ,              2021         ,              5            ,              15           ,              29           ,              236
 1            ,              2021         ,              6            ,              15           ,              29           ,              281
 1            ,              2021         ,              7            ,              15           ,              29           ,              271
 1            ,              2021         ,              8            ,              15           ,              29           ,              216
 1            ,              2021         ,              9            ,              15           ,              29           ,              220
 1            ,              2021         ,              1            ,              30           ,              34           ,              162
 1            ,              2021         ,              2            ,              30           ,              34           ,              126
 1            ,              2021         ,              3            ,              30           ,              34           ,              159
 1            ,              2021         ,              4            ,              30           ,              34           ,              154
 1            ,              2021         ,              5            ,              30           ,              34           ,              136
 1            ,              2021         ,              6            ,              30           ,              34           ,              145
 1            ,              2021         ,              7            ,              30           ,              34           ,              160
 1            ,              2021         ,              8            ,              30           ,              34           ,              149
 1            ,              2021         ,              9            ,              30           ,              34           ,              135
 1            ,              2021         ,              1            ,              35           ,              39           ,              209
 1            ,              2021         ,              2            ,              35           ,              39           ,              183
 1            ,              2021         ,              3            ,              35           ,              39           ,              238
 1            ,              2021         ,              4            ,              35           ,              39           ,              232
 1            ,              2021         ,              5            ,              35           ,              39           ,              250
 1            ,              2021         ,              6            ,              35           ,              39           ,              248
 1            ,              2021         ,              7            ,              35           ,              39           ,              202
 1            ,              2021         ,              8            ,              35           ,              39           ,              249
 1            ,              2021         ,              9            ,              35           ,              39           ,              256
 1            ,              2021         ,              1            ,              40           ,              44           ,              348
 1            ,              2021         ,              2            ,              40           ,              44           ,              329
 1            ,              2021         ,              3            ,              40           ,              44           ,              351
 1            ,              2021         ,              4            ,              40           ,              44           ,              337
 1            ,              2021         ,              5            ,              40           ,              44           ,              358
 1            ,              2021         ,              6            ,              40           ,              44           ,              335
 1            ,              2021         ,              7            ,              40           ,              44           ,              293
 1            ,              2021         ,              8            ,              40           ,              44           ,              310
 1            ,              2021         ,              9            ,              40           ,              44           ,              304
 1            ,              2021         ,              1            ,              45           ,              49           ,              585
 1            ,              2021         ,              2            ,              45           ,              49           ,              503
 1            ,              2021         ,              3            ,              45           ,              49           ,              528
 1            ,              2021         ,              4            ,              45           ,              49           ,              526
 1            ,              2021         ,              5            ,              45           ,              49           ,              570
 1            ,              2021         ,              6            ,              45           ,              49           ,              513
 1            ,              2021         ,              7            ,              45           ,              49           ,              540
 1            ,              2021         ,              8            ,              45           ,              49           ,              490
 1            ,              2021         ,              9            ,              45           ,              49           ,              530
 1            ,              2021         ,              1            ,              50           ,              54           ,              1289
 1            ,              2021         ,              2            ,              50           ,              54           ,              1115
 1            ,              2021         ,              3            ,              50           ,              54           ,              1136
 1            ,              2021         ,              4            ,              50           ,              54           ,              1246
 1            ,              2021         ,              5            ,              50           ,              54           ,              1165
 1            ,              2021         ,              6            ,              50           ,              54           ,              1083
 1            ,              2021         ,              7            ,              50           ,              54           ,              1029
 1            ,              2021         ,              8            ,              50           ,              54           ,              1027
 1            ,              2021         ,              9            ,              50           ,              54           ,              1046
 1            ,              2021         ,              1            ,              55           ,              59           ,              2284
 1            ,              2021         ,              2            ,              55           ,              59           ,              1896
 1            ,              2021         ,              3            ,              55           ,              59           ,              2037
 1            ,              2021         ,              4            ,              55           ,              59           ,              2203
 1            ,              2021         ,              5            ,              55           ,              59           ,              2181
 1            ,              2021         ,              6            ,              55           ,              59           ,              2066
 1            ,              2021         ,              7            ,              55           ,              59           ,              1942
 1            ,              2021         ,              8            ,              55           ,              59           ,              1963
 1            ,              2021         ,              9            ,              55           ,              59           ,              1905
 1            ,              2021         ,              1            ,              60           ,              64           ,              3249
 1            ,              2021         ,              2            ,              60           ,              64           ,              2897
 1            ,              2021         ,              3            ,              60           ,              64           ,              2835
 1            ,              2021         ,              4            ,              60           ,              64           ,              2967
 1            ,              2021         ,              5            ,              60           ,              64           ,              3027
 1            ,              2021         ,              6            ,              60           ,              64           ,              2840
 1            ,              2021         ,              7            ,              60           ,              64           ,              2787
 1            ,              2021         ,              8            ,              60           ,              64           ,              2680
 1            ,              2021         ,              9            ,              60           ,              64           ,              2748
 1            ,              2021         ,              1            ,              65           ,              69           ,              4325
 1            ,              2021         ,              2            ,              65           ,              69           ,              3652
 1            ,              2021         ,              3            ,              65           ,              69           ,              3706
 1            ,              2021         ,              4            ,              65           ,              69           ,              3844
 1            ,              2021         ,              5            ,              65           ,              69           ,              3854
 1            ,              2021         ,              6            ,              65           ,              69           ,              3560
 1            ,              2021         ,              7            ,              65           ,              69           ,              3529
 1            ,              2021         ,              8            ,              65           ,              69           ,              3384
 1            ,              2021         ,              9            ,              65           ,              69           ,              3423
 1            ,              2021         ,              1            ,              70           ,              74           ,              5253
 1            ,              2021         ,              2            ,              70           ,              74           ,              4202
 1            ,              2021         ,              3            ,              70           ,              74           ,              4373
 1            ,              2021         ,              4            ,              70           ,              74           ,              4579
 1            ,              2021         ,              5            ,              70           ,              74           ,              4574
 1            ,              2021         ,              6            ,              70           ,              74           ,              4070
 1            ,              2021         ,              7            ,              70           ,              74           ,              4184
 1            ,              2021         ,              8            ,              70           ,              74           ,              3974
 1            ,              2021         ,              9            ,              70           ,              74           ,              4069
 1            ,              2021         ,              1            ,              75           ,              79           ,              7059
 1            ,              2021         ,              2            ,              75           ,              79           ,              5632
 1            ,              2021         ,              3            ,              75           ,              79           ,              5549
 1            ,              2021         ,              4            ,              75           ,              79           ,              5607
 1            ,              2021         ,              5            ,              75           ,              79           ,              5342
 1            ,              2021         ,              6            ,              75           ,              79           ,              4946
 1            ,              2021         ,              7            ,              75           ,              79           ,              4820
 1            ,              2021         ,              8            ,              75           ,              79           ,              4783
 1            ,              2021         ,              9            ,              75           ,              79           ,              4803
 1            ,              2021         ,              1            ,              80           ,              84           ,              11461
 1            ,              2021         ,              2            ,              80           ,              84           ,              8567
 1            ,              2021         ,              3            ,              80           ,              84           ,              8421
 1            ,              2021         ,              4            ,              80           ,              84           ,              8294
 1            ,              2021         ,              5            ,              80           ,              84           ,              8152
 1            ,              2021         ,              6            ,              80           ,              84           ,              7886
 1            ,              2021         ,              7            ,              80           ,              84           ,              7714
 1            ,              2021         ,              8            ,              80           ,              84           ,              7462
 1            ,              2021         ,              9            ,              80           ,              84           ,              7896
 1            ,              2021         ,              1            ,              85           ,              89           ,              9219
 1            ,              2021         ,              2            ,              85           ,              89           ,              6764
 1            ,              2021         ,              3            ,              85           ,              89           ,              6730
 1            ,              2021         ,              4            ,              85           ,              89           ,              6537
 1            ,              2021         ,              5            ,              85           ,              89           ,              6518
 1            ,              2021         ,              6            ,              85           ,              89           ,              6111
 1            ,              2021         ,              7            ,              85           ,              89           ,              6146
 1            ,              2021         ,              8            ,              85           ,              89           ,              6209
 1            ,              2021         ,              9            ,              85           ,              89           ,              6514
 1            ,              2021         ,              1            ,              90           ,              94           ,              5656
 1            ,              2021         ,              2            ,              90           ,              94           ,              4098
 1            ,              2021         ,              3            ,              90           ,              94           ,              3773
 1            ,              2021         ,              4            ,              90           ,              94           ,              3800
 1            ,              2021         ,              5            ,              90           ,              94           ,              3657
 1            ,              2021         ,              6            ,              90           ,              94           ,              3604
 1            ,              2021         ,              7            ,              90           ,              94           ,              3444
 1            ,              2021         ,              8            ,              90           ,              94           ,              3618
 1            ,              2021         ,              9            ,              90           ,              94           ,              3806
 1            ,              2021         ,              1            ,              95           ,              100          ,              1506
 1            ,              2021         ,              2            ,              95           ,              100          ,              1052
 1            ,              2021         ,              3            ,              95           ,              100          ,              977
 1            ,              2021         ,              4            ,              95           ,              100          ,              1005
 1            ,              2021         ,              5            ,              95           ,              100          ,              1080
 1            ,              2021         ,              6            ,              95           ,              100          ,              938
 1            ,              2021         ,              7            ,              95           ,              100          ,              1036
 1            ,              2021         ,              8            ,              95           ,              100          ,              1057
 1            ,              2021         ,              9            ,              95           ,              100          ,              1020
 1            ,              2020         ,              1            ,              0            ,              14           ,              152
 1            ,              2020         ,              2            ,              0            ,              14           ,              144
 1            ,              2020         ,              3            ,              0            ,              14           ,              171
 1            ,              2020         ,              4            ,              0            ,              14           ,              155
 1            ,              2020         ,              5            ,              0            ,              14           ,              154
 1            ,              2020         ,              6            ,              0            ,              14           ,              143
 1            ,              2020         ,              7            ,              0            ,              14           ,              156
 1            ,              2020         ,              8            ,              0            ,              14           ,              165
 1            ,              2020         ,              9            ,              0            ,              14           ,              154
 1            ,              2020         ,              10           ,              0            ,              14           ,              136
 1            ,              2020         ,              11           ,              0            ,              14           ,              117
 1            ,              2020         ,              12           ,              0            ,              14           ,              150
 1            ,              2020         ,              1            ,              15           ,              29           ,              232
 1            ,              2020         ,              2            ,              15           ,              29           ,              238
 1            ,              2020         ,              3            ,              15           ,              29           ,              222
 1            ,              2020         ,              4            ,              15           ,              29           ,              214
 1            ,              2020         ,              5            ,              15           ,              29           ,              219
 1            ,              2020         ,              6            ,              15           ,              29           ,              242
 1            ,              2020         ,              7            ,              15           ,              29           ,              248
 1            ,              2020         ,              8            ,              15           ,              29           ,              254
 1            ,              2020         ,              9            ,              15           ,              29           ,              211
 1            ,              2020         ,              10           ,              15           ,              29           ,              223
 1            ,              2020         ,              11           ,              15           ,              29           ,              218
 1            ,              2020         ,              12           ,              15           ,              29           ,              213
 1            ,              2020         ,              1            ,              30           ,              34           ,              176
 1            ,              2020         ,              2            ,              30           ,              34           ,              129
 1            ,              2020         ,              3            ,              30           ,              34           ,              144
 1            ,              2020         ,              4            ,              30           ,              34           ,              148
 1            ,              2020         ,              5            ,              30           ,              34           ,              136
 1            ,              2020         ,              6            ,              30           ,              34           ,              149
 1            ,              2020         ,              7            ,              30           ,              34           ,              161
 1            ,              2020         ,              8            ,              30           ,              34           ,              133
 1            ,              2020         ,              9            ,              30           ,              34           ,              142
 1            ,              2020         ,              10           ,              30           ,              34           ,              140
 1            ,              2020         ,              11           ,              30           ,              34           ,              137
 1            ,              2020         ,              12           ,              30           ,              34           ,              158
 1            ,              2020         ,              1            ,              35           ,              39           ,              232
 1            ,              2020         ,              2            ,              35           ,              39           ,              220
 1            ,              2020         ,              3            ,              35           ,              39           ,              234
 1            ,              2020         ,              4            ,              35           ,              39           ,              217
 1            ,              2020         ,              5            ,              35           ,              39           ,              230
 1            ,              2020         ,              6            ,              35           ,              39           ,              199
 1            ,              2020         ,              7            ,              35           ,              39           ,              229
 1            ,              2020         ,              8            ,              35           ,              39           ,              215
 1            ,              2020         ,              9            ,              35           ,              39           ,              222
 1            ,              2020         ,              10           ,              35           ,              39           ,              213
 1            ,              2020         ,              11           ,              35           ,              39           ,              219
 1            ,              2020         ,              12           ,              35           ,              39           ,              274
 1            ,              2020         ,              1            ,              40           ,              44           ,              308
 1            ,              2020         ,              2            ,              40           ,              44           ,              314
 1            ,              2020         ,              3            ,              40           ,              44           ,              322
 1            ,              2020         ,              4            ,              40           ,              44           ,              324
 1            ,              2020         ,              5            ,              40           ,              44           ,              328
 1            ,              2020         ,              6            ,              40           ,              44           ,              306
 1            ,              2020         ,              7            ,              40           ,              44           ,              288
 1            ,              2020         ,              8            ,              40           ,              44           ,              334
 1            ,              2020         ,              9            ,              40           ,              44           ,              294
 1            ,              2020         ,              10           ,              40           ,              44           ,              318
 1            ,              2020         ,              11           ,              40           ,              44           ,              303
 1            ,              2020         ,              12           ,              40           ,              44           ,              358
 1            ,              2020         ,              1            ,              45           ,              49           ,              525
 1            ,              2020         ,              2            ,              45           ,              49           ,              533
 1            ,              2020         ,              3            ,              45           ,              49           ,              550
 1            ,              2020         ,              4            ,              45           ,              49           ,              539
 1            ,              2020         ,              5            ,              45           ,              49           ,              505
 1            ,              2020         ,              6            ,              45           ,              49           ,              523
 1            ,              2020         ,              7            ,              45           ,              49           ,              500
 1            ,              2020         ,              8            ,              45           ,              49           ,              525
 1            ,              2020         ,              9            ,              45           ,              49           ,              479
 1            ,              2020         ,              10           ,              45           ,              49           ,              489
 1            ,              2020         ,              11           ,              45           ,              49           ,              488
 1            ,              2020         ,              12           ,              45           ,              49           ,              523
 1            ,              2020         ,              1            ,              50           ,              54           ,              1228
 1            ,              2020         ,              2            ,              50           ,              54           ,              1070
 1            ,              2020         ,              3            ,              50           ,              54           ,              1218
 1            ,              2020         ,              4            ,              50           ,              54           ,              1155
 1            ,              2020         ,              5            ,              50           ,              54           ,              1148
 1            ,              2020         ,              6            ,              50           ,              54           ,              1058
 1            ,              2020         ,              7            ,              50           ,              54           ,              1113
 1            ,              2020         ,              8            ,              50           ,              54           ,              1063
 1            ,              2020         ,              9            ,              50           ,              54           ,              1072
 1            ,              2020         ,              10           ,              50           ,              54           ,              1076
 1            ,              2020         ,              11           ,              50           ,              54           ,              1141
 1            ,              2020         ,              12           ,              50           ,              54           ,              1204
 1            ,              2020         ,              1            ,              55           ,              59           ,              2065
 1            ,              2020         ,              2            ,              55           ,              59           ,              1961
 1            ,              2020         ,              3            ,              55           ,              59           ,              2044
 1            ,              2020         ,              4            ,              55           ,              59           ,              1966
 1            ,              2020         ,              5            ,              55           ,              59           ,              1986
 1            ,              2020         ,              6            ,              55           ,              59           ,              1855
 1            ,              2020         ,              7            ,              55           ,              59           ,              1925
 1            ,              2020         ,              8            ,              55           ,              59           ,              1978
 1            ,              2020         ,              9            ,              55           ,              59           ,              1838
 1            ,              2020         ,              10           ,              55           ,              59           ,              2017
 1            ,              2020         ,              11           ,              55           ,              59           ,              1983
 1            ,              2020         ,              12           ,              55           ,              59           ,              2278
 1            ,              2020         ,              1            ,              60           ,              64           ,              2875
 1            ,              2020         ,              2            ,              60           ,              64           ,              2666
 1            ,              2020         ,              3            ,              60           ,              64           ,              2934
 1            ,              2020         ,              4            ,              60           ,              64           ,              2796
 1            ,              2020         ,              5            ,              60           ,              64           ,              2700
 1            ,              2020         ,              6            ,              60           ,              64           ,              2570
 1            ,              2020         ,              7            ,              60           ,              64           ,              2709
 1            ,              2020         ,              8            ,              60           ,              64           ,              2635
 1            ,              2020         ,              9            ,              60           ,              64           ,              2529
 1            ,              2020         ,              10           ,              60           ,              64           ,              2735
 1            ,              2020         ,              11           ,              60           ,              64           ,              2831
 1            ,              2020         ,              12           ,              60           ,              64           ,              3195
 1            ,              2020         ,              1            ,              65           ,              69           ,              3709
 1            ,              2020         ,              2            ,              65           ,              69           ,              3493
 1            ,              2020         ,              3            ,              65           ,              69           ,              3898
 1            ,              2020         ,              4            ,              65           ,              69           ,              3614
 1            ,              2020         ,              5            ,              65           ,              69           ,              3416
 1            ,              2020         ,              6            ,              65           ,              69           ,              3331
 1            ,              2020         ,              7            ,              65           ,              69           ,              3399
 1            ,              2020         ,              8            ,              65           ,              69           ,              3493
 1            ,              2020         ,              9            ,              65           ,              69           ,              3335
 1            ,              2020         ,              10           ,              65           ,              69           ,              3510
 1            ,              2020         ,              11           ,              65           ,              69           ,              3703
 1            ,              2020         ,              12           ,              65           ,              69           ,              4252
 1            ,              2020         ,              1            ,              70           ,              74           ,              4070
 1            ,              2020         ,              2            ,              70           ,              74           ,              3759
 1            ,              2020         ,              3            ,              70           ,              74           ,              4176
 1            ,              2020         ,              4            ,              70           ,              74           ,              4064
 1            ,              2020         ,              5            ,              70           ,              74           ,              3732
 1            ,              2020         ,              6            ,              70           ,              74           ,              3575
 1            ,              2020         ,              7            ,              70           ,              74           ,              3562
 1            ,              2020         ,              8            ,              70           ,              74           ,              3799
 1            ,              2020         ,              9            ,              70           ,              74           ,              3664
 1            ,              2020         ,              10           ,              70           ,              74           ,              4073
 1            ,              2020         ,              11           ,              70           ,              74           ,              4232
 1            ,              2020         ,              12           ,              70           ,              74           ,              5258
 1            ,              2020         ,              1            ,              75           ,              79           ,              6351
 1            ,              2020         ,              2            ,              75           ,              79           ,              5904
 1            ,              2020         ,              3            ,              75           ,              79           ,              6535
 1            ,              2020         ,              4            ,              75           ,              79           ,              6277
 1            ,              2020         ,              5            ,              75           ,              79           ,              5392
 1            ,              2020         ,              6            ,              75           ,              79           ,              5188
 1            ,              2020         ,              7            ,              75           ,              79           ,              5337
 1            ,              2020         ,              8            ,              75           ,              79           ,              5465
 1            ,              2020         ,              9            ,              75           ,              79           ,              5282
 1            ,              2020         ,              10           ,              75           ,              79           ,              5523
 1            ,              2020         ,              11           ,              75           ,              79           ,              5917
 1            ,              2020         ,              12           ,              75           ,              79           ,              7502
 1            ,              2020         ,              1            ,              80           ,              84           ,              8532
 1            ,              2020         ,              2            ,              80           ,              84           ,              8070
 1            ,              2020         ,              3            ,              80           ,              84           ,              8903
 1            ,              2020         ,              4            ,              80           ,              84           ,              8725
 1            ,              2020         ,              5            ,              80           ,              84           ,              7727
 1            ,              2020         ,              6            ,              80           ,              84           ,              7208
 1            ,              2020         ,              7            ,              80           ,              84           ,              7381
 1            ,              2020         ,              8            ,              80           ,              84           ,              7949
 1            ,              2020         ,              9            ,              80           ,              84           ,              7484
 1            ,              2020         ,              10           ,              80           ,              84           ,              8219
 1            ,              2020         ,              11           ,              80           ,              84           ,              9069
 1            ,              2020         ,              12           ,              80           ,              84           ,              11653
 1            ,              2020         ,              1            ,              85           ,              89           ,              6795
 1            ,              2020         ,              2            ,              85           ,              89           ,              6381
 1            ,              2020         ,              3            ,              85           ,              89           ,              7036
 1            ,              2020         ,              4            ,              85           ,              89           ,              6798
 1            ,              2020         ,              5            ,              85           ,              89           ,              5940
 1            ,              2020         ,              6            ,              85           ,              89           ,              5710
 1            ,              2020         ,              7            ,              85           ,              89           ,              5729
 1            ,              2020         ,              8            ,              85           ,              89           ,              6304
 1            ,              2020         ,              9            ,              85           ,              89           ,              5961
