"";"Jahr";"Kw";"AlterVon";"Geschlecht";"Mortality"
"1";2016;1;0;"männlich";1,6982
"2";2016;2;0;"männlich";1,6803
"3";2016;3;0;"männlich";1,5015
"4";2016;4;0;"männlich";1,8948
"5";2016;5;0;"männlich";1,6982
"6";2016;6;0;"männlich";1,6982
"7";2016;7;0;"männlich";1,5373
"8";2016;8;0;"männlich";1,8948
"9";2016;9;0;"männlich";1,6267
"10";2016;10;0;"männlich";1,43
"11";2016;11;0;"männlich";1,9127
"12";2016;12;0;"männlich";1,8948
"13";2016;13;0;"männlich";2,02
"14";2016;14;0;"männlich";1,6803
"15";2016;15;0;"männlich";1,6446
"16";2016;16;0;"männlich";1,8412
"17";2016;17;0;"männlich";1,7161
"18";2016;18;0;"männlich";2,0557
"19";2016;19;0;"männlich";1,9127
"20";2016;20;0;"männlich";1,7697
"21";2016;21;0;"männlich";1,7876
"22";2016;22;0;"männlich";1,7697
"23";2016;23;0;"männlich";2,02
"24";2016;24;0;"männlich";1,5373
"25";2016;25;0;"männlich";1,7876
"26";2016;26;0;"männlich";1,9842
"27";2016;27;0;"männlich";1,9127
"28";2016;28;0;"männlich";1,6982
"29";2016;29;0;"männlich";2,163
"30";2016;30;0;"männlich";1,8054
"31";2016;31;0;"männlich";1,8769
"32";2016;32;0;"männlich";1,5909
"33";2016;33;0;"männlich";1,6446
"34";2016;34;0;"männlich";1,9842
"35";2016;35;0;"männlich";2,0736
"36";2016;36;0;"männlich";1,8412
"37";2016;37;0;"männlich";1,9484
"38";2016;38;0;"männlich";1,8948
"39";2016;39;0;"männlich";1,7697
"40";2016;40;0;"männlich";1,7697
"41";2016;41;0;"männlich";2,2166
"42";2016;42;0;"männlich";1,6982
"43";2016;43;0;"männlich";1,3407
"44";2016;44;0;"männlich";1,6982
"45";2016;45;0;"männlich";1,8769
"46";2016;46;0;"männlich";1,9484
"47";2016;47;0;"männlich";1,6267
"48";2016;48;0;"männlich";1,7697
"49";2016;49;0;"männlich";1,7518
"50";2016;50;0;"männlich";1,7518
"51";2016;51;0;"männlich";1,6088
"52";2016;52;0;"männlich";1,8233
"53";2016;1;30;"männlich";1,3977
"54";2016;2;30;"männlich";1,2088
"55";2016;3;30;"männlich";1,5488
"56";2016;4;30;"männlich";1,7377
"57";2016;5;30;"männlich";1,6622
"58";2016;6;30;"männlich";1,3599
"59";2016;7;30;"männlich";1,5488
"60";2016;8;30;"männlich";1,3977
"61";2016;9;30;"männlich";1,3222
"62";2016;10;30;"männlich";1,1333
"63";2016;11;30;"männlich";1,5488
"64";2016;12;30;"männlich";1,2088
"65";2016;13;30;"männlich";1,5488
"66";2016;14;30;"männlich";1,3977
"67";2016;15;30;"männlich";1,4355
"68";2016;16;30;"männlich";0,9822
"69";2016;17;30;"männlich";1,1333
"70";2016;18;30;"männlich";1,2466
"71";2016;19;30;"männlich";1,1711
"72";2016;20;30;"männlich";1,0577
"73";2016;21;30;"männlich";1,1333
"74";2016;22;30;"männlich";1,0577
"75";2016;23;30;"männlich";1,5488
"76";2016;24;30;"männlich";0,8688
"77";2016;25;30;"männlich";1,4355
"78";2016;26;30;"männlich";1,5111
"79";2016;27;30;"männlich";0,9444
"80";2016;28;30;"männlich";1,2088
"81";2016;29;30;"männlich";1,3599
"82";2016;30;30;"männlich";1,6622
"83";2016;31;30;"männlich";1,1333
"84";2016;32;30;"männlich";1,7377
"85";2016;33;30;"männlich";1,6244
"86";2016;34;30;"männlich";1,5866
"87";2016;35;30;"männlich";0,9066
"88";2016;36;30;"männlich";1,2844
"89";2016;37;30;"männlich";1,0955
"90";2016;38;30;"männlich";0,9444
"91";2016;39;30;"männlich";1,1333
"92";2016;40;30;"männlich";1,0955
"93";2016;41;30;"männlich";1,2088
"94";2016;42;30;"männlich";1,8133
"95";2016;43;30;"männlich";1,8133
"96";2016;44;30;"männlich";1,5488
"97";2016;45;30;"männlich";1,3599
"98";2016;46;30;"männlich";1,1333
"99";2016;47;30;"männlich";0,9822
"100";2016;48;30;"männlich";1,3977
"101";2016;49;30;"männlich";1,2466
"102";2016;50;30;"männlich";0,9822
"103";2016;51;30;"männlich";1,0955
"104";2016;52;30;"männlich";1,1333
"105";2016;1;35;"männlich";1,5953
"106";2016;2;35;"männlich";2,034
"107";2016;3;35;"männlich";1,8346
"108";2016;4;35;"männlich";1,7947
"109";2016;5;35;"männlich";1,715
"110";2016;6;35;"männlich";1,9941
"111";2016;7;35;"männlich";1,9941
"112";2016;8;35;"männlich";1,5953
"113";2016;9;35;"männlich";2,3132
"114";2016;10;35;"männlich";1,9941
"115";2016;11;35;"männlich";1,8745
"116";2016;12;35;"männlich";1,8745
"117";2016;13;35;"männlich";1,9543
"118";2016;14;35;"männlich";1,9543
"119";2016;15;35;"männlich";1,8745
"120";2016;16;35;"männlich";2,1537
"121";2016;17;35;"männlich";1,5953
"122";2016;18;35;"männlich";1,9144
"123";2016;19;35;"männlich";2,5525
"124";2016;20;35;"männlich";1,9941
"125";2016;21;35;"männlich";1,9941
"126";2016;22;35;"männlich";1,6352
"127";2016;23;35;"männlich";1,4757
"128";2016;24;35;"männlich";1,9543
"129";2016;25;35;"männlich";2,2334
"130";2016;26;35;"männlich";1,4358
"131";2016;27;35;"männlich";1,9941
"132";2016;28;35;"männlich";2,034
"133";2016;29;35;"männlich";1,9941
"134";2016;30;35;"männlich";1,7548
"135";2016;31;35;"männlich";1,8346
"136";2016;32;35;"männlich";2,034
"137";2016;33;35;"männlich";2,2334
"138";2016;34;35;"männlich";1,5953
"139";2016;35;35;"männlich";1,6352
"140";2016;36;35;"männlich";1,7947
"141";2016;37;35;"männlich";1,9543
"142";2016;38;35;"männlich";1,9941
"143";2016;39;35;"männlich";1,5554
"144";2016;40;35;"männlich";1,715
"145";2016;41;35;"männlich";1,5155
"146";2016;42;35;"männlich";1,8346
"147";2016;43;35;"männlich";1,5953
"148";2016;44;35;"männlich";2,6722
"149";2016;45;35;"männlich";1,2762
"150";2016;46;35;"männlich";1,7548
"151";2016;47;35;"männlich";2,0739
"152";2016;48;35;"männlich";2,1936
"153";2016;49;35;"männlich";2,1138
"154";2016;50;35;"männlich";2,1138
"155";2016;51;35;"männlich";2,1936
"156";2016;52;35;"männlich";1,6352
"157";2016;1;40;"männlich";3,057
"158";2016;2;40;"männlich";3,2952
"159";2016;3;40;"männlich";2,5805
"160";2016;4;40;"männlich";2,6599
"161";2016;5;40;"männlich";3,2555
"162";2016;6;40;"männlich";2,8981
"163";2016;7;40;"männlich";3,057
"164";2016;8;40;"männlich";3,1364
"165";2016;9;40;"männlich";2,8981
"166";2016;10;40;"männlich";3,2952
"167";2016;11;40;"männlich";2,779
"168";2016;12;40;"männlich";3,057
"169";2016;13;40;"männlich";3,7716
"170";2016;14;40;"männlich";3,0173
"171";2016;15;40;"männlich";2,1835
"172";2016;16;40;"männlich";2,8584
"173";2016;17;40;"männlich";2,8584
"174";2016;18;40;"männlich";2,7393
"175";2016;19;40;"männlich";3,6128
"176";2016;20;40;"männlich";2,7393
"177";2016;21;40;"männlich";2,5011
"178";2016;22;40;"männlich";2,2629
"179";2016;23;40;"männlich";2,8584
"180";2016;24;40;"männlich";2,4614
"181";2016;25;40;"männlich";2,9775
"182";2016;26;40;"männlich";2,382
"183";2016;27;40;"männlich";3,4143
"184";2016;28;40;"männlich";2,2629
"185";2016;29;40;"männlich";2,7393
"186";2016;30;40;"männlich";3,0173
"187";2016;31;40;"männlich";2,1835
"188";2016;32;40;"männlich";2,4614
"189";2016;33;40;"männlich";2,8187
"190";2016;34;40;"männlich";3,2158
"191";2016;35;40;"männlich";3,2158
"192";2016;36;40;"männlich";2,8584
"193";2016;37;40;"männlich";2,7393
"194";2016;38;40;"männlich";2,5408
"195";2016;39;40;"männlich";2,9378
"196";2016;40;40;"männlich";2,5408
"197";2016;41;40;"männlich";2,6599
"198";2016;42;40;"männlich";2,779
"199";2016;43;40;"männlich";2,6599
"200";2016;44;40;"männlich";3,2158
"201";2016;45;40;"männlich";3,057
"202";2016;46;40;"männlich";2,4614
"203";2016;47;40;"männlich";3,5334
"204";2016;48;40;"männlich";2,6996
"205";2016;49;40;"männlich";3,7716
"206";2016;50;40;"männlich";2,6599
"207";2016;51;40;"männlich";2,4614
"208";2016;52;40;"männlich";2,8584
"209";2016;1;45;"männlich";5,5411
"210";2016;2;45;"männlich";4,6327
"211";2016;3;45;"männlich";4,7841
"212";2016;4;45;"männlich";5,1778
"213";2016;5;45;"männlich";5,1172
"214";2016;6;45;"männlich";4,9355
"215";2016;7;45;"männlich";5,0869
"216";2016;8;45;"männlich";4,6025
"217";2016;9;45;"männlich";5,2081
"218";2016;10;45;"männlich";4,7841
"219";2016;11;45;"männlich";4,8144
"220";2016;12;45;"männlich";4,7539
"221";2016;13;45;"männlich";5,4503
"222";2016;14;45;"männlich";5,0567
"223";2016;15;45;"männlich";4,2997
"224";2016;16;45;"männlich";5,3897
"225";2016;17;45;"männlich";4,663
"226";2016;18;45;"männlich";4,5419
"227";2016;19;45;"männlich";4,663
"228";2016;20;45;"männlich";4,6933
"229";2016;21;45;"männlich";4,0271
"230";2016;22;45;"männlich";5,1778
"231";2016;23;45;"männlich";5,0869
"232";2016;24;45;"männlich";4,2997
"233";2016;25;45;"männlich";4,663
"234";2016;26;45;"männlich";4,8144
"235";2016;27;45;"männlich";4,8144
"236";2016;28;45;"männlich";4,4813
"237";2016;29;45;"männlich";5,2383
"238";2016;30;45;"männlich";4,7236
"239";2016;31;45;"männlich";4,5722
"240";2016;32;45;"männlich";4,1483
"241";2016;33;45;"männlich";4,8447
"242";2016;34;45;"männlich";4,663
"243";2016;35;45;"männlich";4,2088
"244";2016;36;45;"männlich";4,8144
"245";2016;37;45;"männlich";4,3299
"246";2016;38;45;"männlich";4,3299
"247";2016;39;45;"männlich";4,5419
"248";2016;40;45;"männlich";5,0567
"249";2016;41;45;"männlich";4,7841
"250";2016;42;45;"männlich";3,8455
"251";2016;43;45;"männlich";4,1483
"252";2016;44;45;"männlich";4,6933
"253";2016;45;45;"männlich";4,663
"254";2016;46;45;"männlich";3,9666
"255";2016;47;45;"männlich";4,7539
"256";2016;48;45;"männlich";4,7539
"257";2016;49;45;"männlich";4,2088
"258";2016;50;45;"männlich";4,5722
"259";2016;51;45;"männlich";5,4806
"260";2016;52;45;"männlich";4,8144
"261";2016;1;50;"männlich";9,7412
"262";2016;2;50;"männlich";8,7158
"263";2016;3;50;"männlich";8,7728
"264";2016;4;50;"männlich";8,8298
"265";2016;5;50;"männlich";9,1146
"266";2016;6;50;"männlich";9,2855
"267";2016;7;50;"männlich";9,0576
"268";2016;8;50;"männlich";9,371
"269";2016;9;50;"männlich";7,8898
"270";2016;10;50;"männlich";8,6019
"271";2016;11;50;"männlich";9,9121
"272";2016;12;50;"männlich";8,9437
"273";2016;13;50;"männlich";8,5449
"274";2016;14;50;"männlich";8,8298
"275";2016;15;50;"männlich";9,6843
"276";2016;16;50;"männlich";8,0607
"277";2016;17;50;"männlich";8,1747
"278";2016;18;50;"männlich";8,0607
"279";2016;19;50;"männlich";8,3456
"280";2016;20;50;"männlich";7,8044
"281";2016;21;50;"männlich";8,2316
"282";2016;22;50;"männlich";8,6589
"283";2016;23;50;"männlich";8,0322
"284";2016;24;50;"männlich";7,9468
"285";2016;25;50;"männlich";9,0861
"286";2016;26;50;"männlich";7,2632
"287";2016;27;50;"männlich";8,6304
"288";2016;28;50;"männlich";6,6366
"289";2016;29;50;"männlich";8,2601
"290";2016;30;50;"männlich";8,374
"291";2016;31;50;"männlich";7,4056
"292";2016;32;50;"männlich";7,7474
"293";2016;33;50;"männlich";7,6335
"294";2016;34;50;"männlich";8,2886
"295";2016;35;50;"männlich";8,2031
"296";2016;36;50;"männlich";8,431
"297";2016;37;50;"männlich";7,2917
"298";2016;38;50;"männlich";6,9499
"299";2016;39;50;"männlich";7,6335
"300";2016;40;50;"männlich";8,431
"301";2016;41;50;"männlich";7,4056
"302";2016;42;50;"männlich";8,7728
"303";2016;43;50;"männlich";8,2886
"304";2016;44;50;"männlich";8,488
"305";2016;45;50;"männlich";8,7158
"306";2016;46;50;"männlich";7,8329
"307";2016;47;50;"männlich";7,9183
"308";2016;48;50;"männlich";8,8298
"309";2016;49;50;"männlich";8,4595
"310";2016;50;50;"männlich";8,0038
"311";2016;51;50;"männlich";8,0892
"312";2016;52;50;"männlich";7,8898
"313";2016;1;55;"männlich";14,805
"314";2016;2;55;"männlich";16,2988
"315";2016;3;55;"männlich";14,8382
"316";2016;4;55;"männlich";15,6349
"317";2016;5;55;"männlich";14,2407
"318";2016;6;55;"männlich";16,5643
"319";2016;7;55;"männlich";15,2365
"320";2016;8;55;"männlich";15,6017
"321";2016;9;55;"männlich";15,3029
"322";2016;10;55;"männlich";16,5975
"323";2016;11;55;"männlich";14,8382
"324";2016;12;55;"männlich";16,1992
"325";2016;13;55;"männlich";15,5353
"326";2016;14;55;"männlich";15,5685
"327";2016;15;55;"männlich";15,5685
"328";2016;16;55;"männlich";14,7386
"329";2016;17;55;"männlich";13,7427
"330";2016;18;55;"männlich";14,5726
"331";2016;19;55;"männlich";15,1369
"332";2016;20;55;"männlich";14,1079
"333";2016;21;55;"männlich";13,5768
"334";2016;22;55;"männlich";13,0456
"335";2016;23;55;"männlich";14,2075
"336";2016;24;55;"männlich";13,3444
"337";2016;25;55;"männlich";14,6722
"338";2016;26;55;"männlich";13,6431
"339";2016;27;55;"männlich";14,6722
"340";2016;28;55;"männlich";14,0415
"341";2016;29;55;"männlich";15,0041
"342";2016;30;55;"männlich";13,3444
"343";2016;31;55;"männlich";13,5104
"344";2016;32;55;"männlich";13,4772
"345";2016;33;55;"männlich";14,307
"346";2016;34;55;"männlich";14,2739
"347";2016;35;55;"männlich";13,4772
"348";2016;36;55;"männlich";13,3444
"349";2016;37;55;"männlich";14,9378
"350";2016;38;55;"männlich";13,6763
"351";2016;39;55;"männlich";14,8382
"352";2016;40;55;"männlich";14,7054
"353";2016;41;55;"männlich";14,7054
"354";2016;42;55;"männlich";14,5726
"355";2016;43;55;"männlich";15,7012
"356";2016;44;55;"männlich";13,7427
"357";2016;45;55;"männlich";14,5394
"358";2016;46;55;"männlich";14,0747
"359";2016;47;55;"männlich";14,5726
"360";2016;48;55;"männlich";15,5021
"361";2016;49;55;"männlich";15,2697
"362";2016;50;55;"männlich";13,3444
"363";2016;51;55;"männlich";14,1079
"364";2016;52;55;"männlich";15,0041
"365";2016;1;60;"männlich";25,2247
"366";2016;2;60;"männlich";24,8294
"367";2016;3;60;"männlich";23,4851
"368";2016;4;60;"männlich";24,4735
"369";2016;5;60;"männlich";24,3945
"370";2016;6;60;"männlich";24,9875
"371";2016;7;60;"männlich";24,5526
"372";2016;8;60;"männlich";26,8062
"373";2016;9;60;"männlich";26,2132
"374";2016;10;60;"männlich";24,4735
"375";2016;11;60;"männlich";22,6944
"376";2016;12;60;"männlich";26,2922
"377";2016;13;60;"männlich";24,2758
"378";2016;14;60;"männlich";24,5921
"379";2016;15;60;"männlich";23,5246
"380";2016;16;60;"männlich";22,2199
"381";2016;17;60;"männlich";24,1177
"382";2016;18;60;"männlich";23,0107
"383";2016;19;60;"männlich";22,2594
"384";2016;20;60;"männlich";21,785
"385";2016;21;60;"männlich";20,5989
"386";2016;22;60;"männlich";23,9991
"387";2016;23;60;"männlich";20,7966
"388";2016;24;60;"männlich";20,8361
"389";2016;25;60;"männlich";24,0782
"390";2016;26;60;"männlich";20,2826
"391";2016;27;60;"männlich";23,9595
"392";2016;28;60;"männlich";22,9711
"393";2016;29;60;"männlich";22,1408
"394";2016;30;60;"männlich";23,2479
"395";2016;31;60;"männlich";20,164
"396";2016;32;60;"männlich";22,2594
"397";2016;33;60;"männlich";22,0618
"398";2016;34;60;"männlich";23,406
"399";2016;35;60;"männlich";22,8525
"400";2016;36;60;"männlich";21,5082
"401";2016;37;60;"männlich";22,0222
"402";2016;38;60;"männlich";20,5989
"403";2016;39;60;"männlich";22,3385
"404";2016;40;60;"männlich";21,785
"405";2016;41;60;"männlich";23,7619
"406";2016;42;60;"männlich";23,1688
"407";2016;43;60;"männlich";22,3781
"408";2016;44;60;"männlich";24,0386
"409";2016;45;60;"männlich";24,7898
"410";2016;46;60;"männlich";23,5246
"411";2016;47;60;"männlich";22,299
"412";2016;48;60;"männlich";23,4851
"413";2016;49;60;"männlich";23,4456
"414";2016;50;60;"männlich";23,7619
"415";2016;51;60;"männlich";25,1852
"416";2016;52;60;"männlich";23,7619
"417";2016;1;65;"männlich";36,9173
"418";2016;2;65;"männlich";35,9079
"419";2016;3;65;"männlich";38,4075
"420";2016;4;65;"männlich";37,0135
"421";2016;5;65;"männlich";36,9173
"422";2016;6;65;"männlich";35,7156
"423";2016;7;65;"männlich";37,4941
"424";2016;8;65;"männlich";35,9079
"425";2016;9;65;"männlich";36,6289
"426";2016;10;65;"männlich";37,7345
"427";2016;11;65;"männlich";38,5517
"428";2016;12;65;"männlich";35,0426
"429";2016;13;65;"männlich";38,8401
"430";2016;14;65;"männlich";36,6289
"431";2016;15;65;"männlich";35,9079
"432";2016;16;65;"männlich";32,9756
"433";2016;17;65;"männlich";33,5524
"434";2016;18;65;"männlich";34,3216
"435";2016;19;65;"männlich";34,4658
"436";2016;20;65;"männlich";35,8117
"437";2016;21;65;"männlich";34,8503
"438";2016;22;65;"männlich";34,658
"439";2016;23;65;"männlich";31,7258
"440";2016;24;65;"männlich";30,9567
"441";2016;25;65;"männlich";35,5233
"442";2016;26;65;"männlich";32,4949
"443";2016;27;65;"männlich";32,7833
"444";2016;28;65;"männlich";33,6005
"445";2016;29;65;"männlich";36,2443
"446";2016;30;65;"männlich";35,5714
"447";2016;31;65;"männlich";33,4563
"448";2016;32;65;"männlich";35,331
"449";2016;33;65;"männlich";34,2735
"450";2016;34;65;"männlich";35,8117
"451";2016;35;65;"männlich";34,8023
"452";2016;36;65;"männlich";33,7447
"453";2016;37;65;"männlich";34,2254
"454";2016;38;65;"männlich";34,5619
"455";2016;39;65;"männlich";33,216
"456";2016;40;65;"männlich";33,3121
"457";2016;41;65;"männlich";36,8692
"458";2016;42;65;"männlich";37,3019
"459";2016;43;65;"männlich";36,0521
"460";2016;44;65;"männlich";34,7061
"461";2016;45;65;"männlich";37,0615
"462";2016;46;65;"männlich";37,0135
"463";2016;47;65;"männlich";33,5044
"464";2016;48;65;"männlich";35,7156
"465";2016;49;65;"männlich";37,0135
"466";2016;50;65;"männlich";37,3499
"467";2016;51;65;"männlich";39,7053
"468";2016;52;65;"männlich";38,8401
"469";2016;1;70;"männlich";53,5896
"470";2016;2;70;"männlich";51,9657
"471";2016;3;70;"männlich";53,8061
"472";2016;4;70;"männlich";54,8888
"473";2016;5;70;"männlich";54,1309
"474";2016;6;70;"männlich";51,262
"475";2016;7;70;"männlich";55,2135
"476";2016;8;70;"männlich";53,4272
"477";2016;9;70;"männlich";56,621
"478";2016;10;70;"männlich";55,9173
"479";2016;11;70;"männlich";52,94
"480";2016;12;70;"männlich";56,0255
"481";2016;13;70;"männlich";53,6979
"482";2016;14;70;"männlich";52,6153
"483";2016;15;70;"männlich";53,752
"484";2016;16;70;"männlich";51,4785
"485";2016;17;70;"männlich";50,7748
"486";2016;18;70;"männlich";47,5269
"487";2016;19;70;"männlich";50,1794
"488";2016;20;70;"männlich";48,3389
"489";2016;21;70;"männlich";44,9287
"490";2016;22;70;"männlich";43,3047
"491";2016;23;70;"männlich";44,9828
"492";2016;24;70;"männlich";49,0967
"493";2016;25;70;"männlich";51,8574
"494";2016;26;70;"männlich";44,8204
"495";2016;27;70;"männlich";46,9856
"496";2016;28;70;"männlich";45,6324
"497";2016;29;70;"männlich";51,2079
"498";2016;30;70;"männlich";48,1765
"499";2016;31;70;"männlich";47,7976
"500";2016;32;70;"männlich";43,3047
"501";2016;33;70;"männlich";45,47
"502";2016;34;70;"männlich";48,5554
"503";2016;35;70;"männlich";46,8774
"504";2016;36;70;"männlich";44,3332
"505";2016;37;70;"männlich";45,6324
"506";2016;38;70;"männlich";43,3589
"507";2016;39;70;"männlich";43,9543
"508";2016;40;70;"männlich";44,1167
"509";2016;41;70;"männlich";48,8802
"510";2016;42;70;"männlich";48,5013
"511";2016;43;70;"männlich";47,3646
"512";2016;44;70;"männlich";50,2876
"513";2016;45;70;"männlich";46,2278
"514";2016;46;70;"männlich";50,1794
"515";2016;47;70;"männlich";46,9856
"516";2016;48;70;"männlich";46,5526
"517";2016;49;70;"männlich";48,6637
"518";2016;50;70;"männlich";51,9657
"519";2016;51;70;"männlich";51,5868
"520";2016;52;70;"männlich";54,7264
"521";2016;1;75;"männlich";85,2001
"522";2016;2;75;"männlich";83,4537
"523";2016;3;75;"männlich";86,7876
"524";2016;4;75;"männlich";86,6818
"525";2016;5;75;"männlich";87,6343
"526";2016;6;75;"männlich";80,5961
"527";2016;7;75;"männlich";84,9355
"528";2016;8;75;"männlich";87,3168
"529";2016;9;75;"männlich";90,8624
"530";2016;10;75;"männlich";84,8296
"531";2016;11;75;"männlich";93,085
"532";2016;12;75;"männlich";89,5924
"533";2016;13;75;"männlich";84,7238
"534";2016;14;75;"männlich";85,0942
"535";2016;15;75;"männlich";87,3697
"536";2016;16;75;"männlich";78,8497
"537";2016;17;75;"männlich";81,7074
"538";2016;18;75;"männlich";78,6381
"539";2016;19;75;"männlich";80,3844
"540";2016;20;75;"männlich";76,045
"541";2016;21;75;"männlich";72,4994
"542";2016;22;75;"männlich";76,5213
"543";2016;23;75;"männlich";75,9921
"544";2016;24;75;"männlich";77,2092
"545";2016;25;75;"männlich";78,1089
"546";2016;26;75;"männlich";75,3041
"547";2016;27;75;"männlich";77,7384
"548";2016;28;75;"männlich";73,0286
"549";2016;29;75;"männlich";77,1563
"550";2016;30;75;"männlich";73,3461
"551";2016;31;75;"männlich";70,4356
"552";2016;32;75;"männlich";72,4994
"553";2016;33;75;"männlich";75,7804
"554";2016;34;75;"männlich";79,0614
"555";2016;35;75;"männlich";75,5687
"556";2016;36;75;"männlich";75,9392
"557";2016;37;75;"männlich";74,0341
"558";2016;38;75;"männlich";71,2294
"559";2016;39;75;"männlich";75,7275
"560";2016;40;75;"männlich";77,368
"561";2016;41;75;"männlich";81,2311
"562";2016;42;75;"männlich";82,4483
"563";2016;43;75;"männlich";79,7494
"564";2016;44;75;"männlich";82,6599
"565";2016;45;75;"männlich";85,7822
"566";2016;46;75;"männlich";84,1946
"567";2016;47;75;"männlich";81,5486
"568";2016;48;75;"männlich";79,9081
"569";2016;49;75;"männlich";86,8935
"570";2016;50;75;"männlich";88,7457
"571";2016;51;75;"männlich";88,3223
"572";2016;52;75;"männlich";86,7876
"573";2016;1;80;"männlich";149,2922
"574";2016;2;80;"männlich";155,1776
"575";2016;3;80;"männlich";161,5534
"576";2016;4;80;"männlich";151,254
"577";2016;5;80;"männlich";151,4502
"578";2016;6;80;"männlich";152,7253
"579";2016;7;80;"männlich";158,1202
"580";2016;8;80;"männlich";156,5508
"581";2016;9;80;"männlich";161,2591
"582";2016;10;80;"männlich";152,431
"583";2016;11;80;"männlich";158,6107
"584";2016;12;80;"männlich";156,5508
"585";2016;13;80;"männlich";151,254
"586";2016;14;80;"männlich";148,2132
"587";2016;15;80;"männlich";143,9954
"588";2016;16;80;"männlich";144,3877
"589";2016;17;80;"männlich";147,9189
"590";2016;18;80;"männlich";146,2514
"591";2016;19;80;"männlich";151,6463
"592";2016;20;80;"männlich";145,1724
"593";2016;21;80;"männlich";134,6768
"594";2016;22;80;"männlich";139,6794
"595";2016;23;80;"männlich";130,3609
"596";2016;24;80;"männlich";132,2246
"597";2016;25;80;"männlich";140,268
"598";2016;26;80;"männlich";135,0692
"599";2016;27;80;"männlich";133,4017
"600";2016;28;80;"männlich";138,0119
"601";2016;29;80;"männlich";144,7801
"602";2016;30;80;"männlich";131,9303
"603";2016;31;80;"männlich";126,3392
"604";2016;32;80;"männlich";121,6309
"605";2016;33;80;"männlich";138,3062
"606";2016;34;80;"männlich";145,9571
"607";2016;35;80;"männlich";136,0501
"608";2016;36;80;"männlich";139,4832
"609";2016;37;80;"männlich";136,2463
"610";2016;38;80;"männlich";126,3392
"611";2016;39;80;"männlich";140,7584
"612";2016;40;80;"männlich";137,3253
"613";2016;41;80;"männlich";149,2922
"614";2016;42;80;"männlich";156,0604
"615";2016;43;80;"männlich";155,7661
"616";2016;44;80;"männlich";157,1393
"617";2016;45;80;"männlich";148,8017
"618";2016;46;80;"männlich";160,9648
"619";2016;47;80;"männlich";155,668
"620";2016;48;80;"männlich";157,4336
"621";2016;49;80;"männlich";165,6731
"622";2016;50;80;"männlich";155,668
"623";2016;51;80;"männlich";167,2426
"624";2016;52;80;"männlich";170,6757
"625";2017;1;0;"männlich";1,8488
"626";2017;2;0;"männlich";1,9016
"627";2017;3;0;"männlich";1,6903
"628";2017;4;0;"männlich";1,972
"629";2017;5;0;"männlich";1,8312
"630";2017;6;0;"männlich";1,6199
"631";2017;7;0;"männlich";1,7431
"632";2017;8;0;"männlich";1,8488
"633";2017;9;0;"männlich";1,6903
"634";2017;10;0;"männlich";1,7783
"635";2017;11;0;"männlich";1,8664
"636";2017;12;0;"männlich";1,6551
"637";2017;13;0;"männlich";1,6727
"638";2017;14;0;"männlich";1,8136
"639";2017;15;0;"männlich";1,4614
"640";2017;16;0;"männlich";1,7079
"641";2017;17;0;"männlich";1,6375
"642";2017;18;0;"männlich";1,5847
"643";2017;19;0;"männlich";1,4614
"644";2017;20;0;"männlich";1,5494
"645";2017;21;0;"männlich";1,7783
"646";2017;22;0;"männlich";1,6551
"647";2017;23;0;"männlich";1,7959
"648";2017;24;0;"männlich";1,6551
"649";2017;25;0;"männlich";1,6551
"650";2017;26;0;"männlich";1,6727
"651";2017;27;0;"männlich";1,8136
"652";2017;28;0;"männlich";1,5142
"653";2017;29;0;"männlich";1,4614
"654";2017;30;0;"männlich";1,6375
"655";2017;31;0;"männlich";1,4966
"656";2017;32;0;"männlich";1,5494
"657";2017;33;0;"männlich";1,7255
"658";2017;34;0;"männlich";1,4614
"659";2017;35;0;"männlich";1,5847
"660";2017;36;0;"männlich";1,3734
"661";2017;37;0;"männlich";1,479
"662";2017;38;0;"männlich";1,5318
"663";2017;39;0;"männlich";1,6551
"664";2017;40;0;"männlich";1,1973
"665";2017;41;0;"männlich";1,4438
"666";2017;42;0;"männlich";1,7783
"667";2017;43;0;"männlich";1,7255
"668";2017;44;0;"männlich";1,3381
"669";2017;45;0;"männlich";1,6903
"670";2017;46;0;"männlich";1,3205
"671";2017;47;0;"männlich";1,5847
"672";2017;48;0;"männlich";1,567
"673";2017;49;0;"männlich";1,7783
"674";2017;50;0;"männlich";1,5142
"675";2017;51;0;"männlich";1,4438
"676";2017;52;0;"männlich";1,7783
"677";2017;1;30;"männlich";1,121
"678";2017;2;30;"männlich";1,6815
"679";2017;3;30;"männlich";1,121
"680";2017;4;30;"männlich";1,4573
"681";2017;5;30;"männlich";1,2331
"682";2017;6;30;"männlich";1,4946
"683";2017;7;30;"männlich";1,3078
"684";2017;8;30;"männlich";1,532
"685";2017;9;30;"männlich";1,5694
"686";2017;10;30;"männlich";1,3825
"687";2017;11;30;"männlich";1,4573
"688";2017;12;30;"männlich";1,6067
"689";2017;13;30;"männlich";1,3452
"690";2017;14;30;"männlich";1,4946
"691";2017;15;30;"männlich";1,7562
"692";2017;16;30;"männlich";1,0462
"693";2017;17;30;"männlich";1,4573
"694";2017;18;30;"männlich";1,1957
"695";2017;19;30;"männlich";1,6441
"696";2017;20;30;"männlich";1,3452
"697";2017;21;30;"männlich";1,532
"698";2017;22;30;"männlich";1,2331
"699";2017;23;30;"männlich";1,7562
"700";2017;24;30;"männlich";1,2331
"701";2017;25;30;"männlich";1,532
