Geschlecht,Jahr,Monat,AlterVon,AlterBis,Anzahl
 1            ,              2015         ,              2            ,              50           ,              54           ,              1314
 1            ,              2015         ,              3            ,              50           ,              54           ,              1412
 1            ,              2015         ,              4            ,              50           ,              54           ,              1304
 1            ,              2015         ,              5            ,              50           ,              54           ,              1319
 1            ,              2015         ,              6            ,              50           ,              54           ,              1280
 1            ,              2015         ,              7            ,              50           ,              54           ,              1356
 1            ,              2015         ,              8            ,              50           ,              54           ,              1290
 1            ,              2015         ,              9            ,              50           ,              54           ,              1262
 1            ,              2015         ,              10           ,              50           ,              54           ,              1293
 1            ,              2015         ,              11           ,              50           ,              54           ,              1239
 1            ,              2015         ,              12           ,              50           ,              54           ,              1215
 1            ,              2015         ,              1            ,              55           ,              59           ,              1952
 1            ,              2015         ,              2            ,              55           ,              59           ,              1887
 1            ,              2015         ,              3            ,              55           ,              59           ,              2078
 1            ,              2015         ,              4            ,              55           ,              59           ,              1980
 1            ,              2015         ,              5            ,              55           ,              59           ,              1988
 1            ,              2015         ,              6            ,              55           ,              59           ,              1825
 1            ,              2015         ,              7            ,              55           ,              59           ,              1969
 1            ,              2015         ,              8            ,              55           ,              59           ,              1869
 1            ,              2015         ,              9            ,              55           ,              59           ,              1714
 1            ,              2015         ,              10           ,              55           ,              59           ,              1936
 1            ,              2015         ,              11           ,              55           ,              59           ,              1836
 1            ,              2015         ,              12           ,              55           ,              59           ,              1900
 1            ,              2015         ,              1            ,              60           ,              64           ,              2788
 1            ,              2015         ,              2            ,              60           ,              64           ,              2811
 1            ,              2015         ,              3            ,              60           ,              64           ,              2775
 1            ,              2015         ,              4            ,              60           ,              64           ,              2522
 1            ,              2015         ,              5            ,              60           ,              64           ,              2565
 1            ,              2015         ,              6            ,              60           ,              64           ,              2560
 1            ,              2015         ,              7            ,              60           ,              64           ,              2659
 1            ,              2015         ,              8            ,              60           ,              64           ,              2504
 1            ,              2015         ,              9            ,              60           ,              64           ,              2344
 1            ,              2015         ,              10           ,              60           ,              64           ,              2609
 1            ,              2015         ,              11           ,              60           ,              64           ,              2377
 1            ,              2015         ,              12           ,              60           ,              64           ,              2471
 1            ,              2015         ,              1            ,              65           ,              69           ,              3027
 1            ,              2015         ,              2            ,              65           ,              69           ,              3147
 1            ,              2015         ,              3            ,              65           ,              69           ,              3253
 1            ,              2015         ,              4            ,              65           ,              69           ,              2976
 1            ,              2015         ,              5            ,              65           ,              69           ,              2816
 1            ,              2015         ,              6            ,              65           ,              69           ,              2830
 1            ,              2015         ,              7            ,              65           ,              69           ,              2942
 1            ,              2015         ,              8            ,              65           ,              69           ,              2942
 1            ,              2015         ,              9            ,              65           ,              69           ,              2814
 1            ,              2015         ,              10           ,              65           ,              69           ,              2993
 1            ,              2015         ,              11           ,              65           ,              69           ,              2919
 1            ,              2015         ,              12           ,              65           ,              69           ,              3209
 1            ,              2015         ,              1            ,              70           ,              74           ,              5220
 1            ,              2015         ,              2            ,              70           ,              74           ,              5163
 1            ,              2015         ,              3            ,              70           ,              74           ,              5351
 1            ,              2015         ,              4            ,              70           ,              74           ,              4547
 1            ,              2015         ,              5            ,              70           ,              74           ,              4547
 1            ,              2015         ,              6            ,              70           ,              74           ,              4119
 1            ,              2015         ,              7            ,              70           ,              74           ,              4526
 1            ,              2015         ,              8            ,              70           ,              74           ,              4110
 1            ,              2015         ,              9            ,              70           ,              74           ,              3902
 1            ,              2015         ,              10           ,              70           ,              74           ,              4155
 1            ,              2015         ,              11           ,              70           ,              74           ,              4186
 1            ,              2015         ,              12           ,              70           ,              74           ,              4111
 1            ,              2015         ,              1            ,              75           ,              79           ,              7356
 1            ,              2015         ,              2            ,              75           ,              79           ,              7510
 1            ,              2015         ,              3            ,              75           ,              79           ,              7707
 1            ,              2015         ,              4            ,              75           ,              79           ,              6569
 1            ,              2015         ,              5            ,              75           ,              79           ,              6526
 1            ,              2015         ,              6            ,              75           ,              79           ,              6056
 1            ,              2015         ,              7            ,              75           ,              79           ,              6607
 1            ,              2015         ,              8            ,              75           ,              79           ,              6142
 1            ,              2015         ,              9            ,              75           ,              79           ,              5837
 1            ,              2015         ,              10           ,              75           ,              79           ,              6551
 1            ,              2015         ,              11           ,              75           ,              79           ,              6383
 1            ,              2015         ,              12           ,              75           ,              79           ,              6531
 1            ,              2015         ,              1            ,              80           ,              84           ,              7178
 1            ,              2015         ,              2            ,              80           ,              84           ,              7551
 1            ,              2015         ,              3            ,              80           ,              84           ,              7695
 1            ,              2015         ,              4            ,              80           ,              84           ,              6327
 1            ,              2015         ,              5            ,              80           ,              84           ,              5991
 1            ,              2015         ,              6            ,              80           ,              84           ,              5760
 1            ,              2015         ,              7            ,              80           ,              84           ,              6345
 1            ,              2015         ,              8            ,              80           ,              84           ,              5986
 1            ,              2015         ,              9            ,              80           ,              84           ,              5717
 1            ,              2015         ,              10           ,              80           ,              84           ,              6352
 1            ,              2015         ,              11           ,              80           ,              84           ,              6163
 1            ,              2015         ,              12           ,              80           ,              84           ,              6439
 1            ,              2015         ,              1            ,              85           ,              89           ,              6519
 1            ,              2015         ,              2            ,              85           ,              89           ,              7019
 1            ,              2015         ,              3            ,              85           ,              89           ,              6852
 1            ,              2015         ,              4            ,              85           ,              89           ,              5839
 1            ,              2015         ,              5            ,              85           ,              89           ,              5378
 1            ,              2015         ,              6            ,              85           ,              89           ,              5081
 1            ,              2015         ,              7            ,              85           ,              89           ,              5459
 1            ,              2015         ,              8            ,              85           ,              89           ,              5337
 1            ,              2015         ,              9            ,              85           ,              89           ,              5076
 1            ,              2015         ,              10           ,              85           ,              89           ,              5668
 1            ,              2015         ,              11           ,              85           ,              89           ,              5450
 1            ,              2015         ,              12           ,              85           ,              89           ,              5871
 1            ,              2015         ,              1            ,              90           ,              94           ,              3248
 1            ,              2015         ,              2            ,              90           ,              94           ,              3608
 1            ,              2015         ,              3            ,              90           ,              94           ,              3423
 1            ,              2015         ,              4            ,              90           ,              94           ,              2739
 1            ,              2015         ,              5            ,              90           ,              94           ,              2582
 1            ,              2015         ,              6            ,              90           ,              94           ,              2429
 1            ,              2015         ,              7            ,              90           ,              94           ,              2665
 1            ,              2015         ,              8            ,              90           ,              94           ,              2440
 1            ,              2015         ,              9            ,              90           ,              94           ,              2353
 1            ,              2015         ,              10           ,              90           ,              94           ,              2738
 1            ,              2015         ,              11           ,              90           ,              94           ,              2620
 1            ,              2015         ,              12           ,              90           ,              94           ,              2810
 1            ,              2015         ,              1            ,              95           ,              100          ,              720
 1            ,              2015         ,              2            ,              95           ,              100          ,              797
 1            ,              2015         ,              3            ,              95           ,              100          ,              789
 1            ,              2015         ,              4            ,              95           ,              100          ,              584
 1            ,              2015         ,              5            ,              95           ,              100          ,              541
 1            ,              2015         ,              6            ,              95           ,              100          ,              554
 1            ,              2015         ,              7            ,              95           ,              100          ,              629
 1            ,              2015         ,              8            ,              95           ,              100          ,              562
 1            ,              2015         ,              9            ,              95           ,              100          ,              562
 1            ,              2015         ,              10           ,              95           ,              100          ,              671
 1            ,              2015         ,              11           ,              95           ,              100          ,              608
 1            ,              2015         ,              12           ,              95           ,              100          ,              646
 1            ,              2014         ,              1            ,              0            ,              14           ,              139
 1            ,              2014         ,              2            ,              0            ,              14           ,              151
 1            ,              2014         ,              3            ,              0            ,              14           ,              154
 1            ,              2014         ,              4            ,              0            ,              14           ,              140
 1            ,              2014         ,              5            ,              0            ,              14           ,              164
 1            ,              2014         ,              6            ,              0            ,              14           ,              142
 1            ,              2014         ,              7            ,              0            ,              14           ,              156
 1            ,              2014         ,              8            ,              0            ,              14           ,              147
 1            ,              2014         ,              9            ,              0            ,              14           ,              163
 1            ,              2014         ,              10           ,              0            ,              14           ,              163
 1            ,              2014         ,              11           ,              0            ,              14           ,              147
 1            ,              2014         ,              12           ,              0            ,              14           ,              156
 1            ,              2014         ,              1            ,              15           ,              29           ,              233
 1            ,              2014         ,              2            ,              15           ,              29           ,              205
 1            ,              2014         ,              3            ,              15           ,              29           ,              265
 1            ,              2014         ,              4            ,              15           ,              29           ,              256
 1            ,              2014         ,              5            ,              15           ,              29           ,              260
 1            ,              2014         ,              6            ,              15           ,              29           ,              258
 1            ,              2014         ,              7            ,              15           ,              29           ,              292
 1            ,              2014         ,              8            ,              15           ,              29           ,              261
 1            ,              2014         ,              9            ,              15           ,              29           ,              267
 1            ,              2014         ,              10           ,              15           ,              29           ,              253
 1            ,              2014         ,              11           ,              15           ,              29           ,              264
 1            ,              2014         ,              12           ,              15           ,              29           ,              252
 1            ,              2014         ,              1            ,              30           ,              34           ,              132
 1            ,              2014         ,              2            ,              30           ,              34           ,              127
 1            ,              2014         ,              3            ,              30           ,              34           ,              128
 1            ,              2014         ,              4            ,              30           ,              34           ,              153
 1            ,              2014         ,              5            ,              30           ,              34           ,              159
 1            ,              2014         ,              6            ,              30           ,              34           ,              155
 1            ,              2014         ,              7            ,              30           ,              34           ,              152
 1            ,              2014         ,              8            ,              30           ,              34           ,              142
 1            ,              2014         ,              9            ,              30           ,              34           ,              143
 1            ,              2014         ,              10           ,              30           ,              34           ,              152
 1            ,              2014         ,              11           ,              30           ,              34           ,              149
 1            ,              2014         ,              12           ,              30           ,              34           ,              155
 1            ,              2014         ,              1            ,              35           ,              39           ,              169
 1            ,              2014         ,              2            ,              35           ,              39           ,              172
 1            ,              2014         ,              3            ,              35           ,              39           ,              211
 1            ,              2014         ,              4            ,              35           ,              39           ,              186
 1            ,              2014         ,              5            ,              35           ,              39           ,              191
 1            ,              2014         ,              6            ,              35           ,              39           ,              191
 1            ,              2014         ,              7            ,              35           ,              39           ,              192
 1            ,              2014         ,              8            ,              35           ,              39           ,              201
 1            ,              2014         ,              9            ,              35           ,              39           ,              166
 1            ,              2014         ,              10           ,              35           ,              39           ,              187
 1            ,              2014         ,              11           ,              35           ,              39           ,              175
 1            ,              2014         ,              12           ,              35           ,              39           ,              212
 1            ,              2014         ,              1            ,              40           ,              44           ,              335
 1            ,              2014         ,              2            ,              40           ,              44           ,              336
 1            ,              2014         ,              3            ,              40           ,              44           ,              370
 1            ,              2014         ,              4            ,              40           ,              44           ,              340
 1            ,              2014         ,              5            ,              40           ,              44           ,              351
 1            ,              2014         ,              6            ,              40           ,              44           ,              334
 1            ,              2014         ,              7            ,              40           ,              44           ,              324
 1            ,              2014         ,              8            ,              40           ,              44           ,              300
 1            ,              2014         ,              9            ,              40           ,              44           ,              347
 1            ,              2014         ,              10           ,              40           ,              44           ,              330
 1            ,              2014         ,              11           ,              40           ,              44           ,              317
 1            ,              2014         ,              12           ,              40           ,              44           ,              322
 1            ,              2014         ,              1            ,              45           ,              49           ,              797
 1            ,              2014         ,              2            ,              45           ,              49           ,              620
 1            ,              2014         ,              3            ,              45           ,              49           ,              766
 1            ,              2014         ,              4            ,              45           ,              49           ,              651
 1            ,              2014         ,              5            ,              45           ,              49           ,              707
 1            ,              2014         ,              6            ,              45           ,              49           ,              754
 1            ,              2014         ,              7            ,              45           ,              49           ,              785
 1            ,              2014         ,              8            ,              45           ,              49           ,              714
 1            ,              2014         ,              9            ,              45           ,              49           ,              750
 1            ,              2014         ,              10           ,              45           ,              49           ,              726
 1            ,              2014         ,              11           ,              45           ,              49           ,              720
 1            ,              2014         ,              12           ,              45           ,              49           ,              819
 1            ,              2014         ,              1            ,              50           ,              54           ,              1373
 1            ,              2014         ,              2            ,              50           ,              54           ,              1177
 1            ,              2014         ,              3            ,              50           ,              54           ,              1331
 1            ,              2014         ,              4            ,              50           ,              54           ,              1251
 1            ,              2014         ,              5            ,              50           ,              54           ,              1263
 1            ,              2014         ,              6            ,              50           ,              54           ,              1242
 1            ,              2014         ,              7            ,              50           ,              54           ,              1324
 1            ,              2014         ,              8            ,              50           ,              54           ,              1327
 1            ,              2014         ,              9            ,              50           ,              54           ,              1239
 1            ,              2014         ,              10           ,              50           ,              54           ,              1299
 1            ,              2014         ,              11           ,              50           ,              54           ,              1302
 1            ,              2014         ,              12           ,              50           ,              54           ,              1366
 1            ,              2014         ,              1            ,              55           ,              59           ,              1952
 1            ,              2014         ,              2            ,              55           ,              59           ,              1649
 1            ,              2014         ,              3            ,              55           ,              59           ,              1875
 1            ,              2014         ,              4            ,              55           ,              59           ,              1760
 1            ,              2014         ,              5            ,              55           ,              59           ,              1810
 1            ,              2014         ,              6            ,              55           ,              59           ,              1739
 1            ,              2014         ,              7            ,              55           ,              59           ,              1851
 1            ,              2014         ,              8            ,              55           ,              59           ,              1781
 1            ,              2014         ,              9            ,              55           ,              59           ,              1743
 1            ,              2014         ,              10           ,              55           ,              59           ,              1818
 1            ,              2014         ,              11           ,              55           ,              59           ,              1859
 1            ,              2014         ,              12           ,              55           ,              59           ,              1900
 1            ,              2014         ,              1            ,              60           ,              64           ,              2548
 1            ,              2014         ,              2            ,              60           ,              64           ,              2349
 1            ,              2014         ,              3            ,              60           ,              64           ,              2641
 1            ,              2014         ,              4            ,              60           ,              64           ,              2450
 1            ,              2014         ,              5            ,              60           ,              64           ,              2372
 1            ,              2014         ,              6            ,              60           ,              64           ,              2344
 1            ,              2014         ,              7            ,              60           ,              64           ,              2538
 1            ,              2014         ,              8            ,              60           ,              64           ,              2418
 1            ,              2014         ,              9            ,              60           ,              64           ,              2458
 1            ,              2014         ,              10           ,              60           ,              64           ,              2535
 1            ,              2014         ,              11           ,              60           ,              64           ,              2493
 1            ,              2014         ,              12           ,              60           ,              64           ,              2759
 1            ,              2014         ,              1            ,              65           ,              69           ,              2807
 1            ,              2014         ,              2            ,              65           ,              69           ,              2712
 1            ,              2014         ,              3            ,              65           ,              69           ,              2916
 1            ,              2014         ,              4            ,              65           ,              69           ,              2612
 1            ,              2014         ,              5            ,              65           ,              69           ,              2590
 1            ,              2014         ,              6            ,              65           ,              69           ,              2486
 1            ,              2014         ,              7            ,              65           ,              69           ,              2794
 1            ,              2014         ,              8            ,              65           ,              69           ,              2578
 1            ,              2014         ,              9            ,              65           ,              69           ,              2605
