Geschlecht,Jahr,Monat,AlterVon,AlterBis,Anzahl
 1            ,              2021         ,              1            ,              0            ,              29           ,              77
 1            ,              2021         ,              2            ,              0            ,              29           ,              80
 1            ,              2021         ,              3            ,              0            ,              29           ,              72
 1            ,              2021         ,              4            ,              0            ,              29           ,              95
 1            ,              2021         ,              5            ,              0            ,              29           ,              86
 1            ,              2021         ,              6            ,              0            ,              29           ,              56
 1            ,              2021         ,              7            ,              0            ,              29           ,              75
 1            ,              2021         ,              8            ,              0            ,              29           ,              87
 1            ,              2021         ,              9            ,              0            ,              29           ,              85
 1            ,              2021         ,              10           ,              0            ,              29           ,              74
 1            ,              2021         ,              11           ,              0            ,              29           ,              95
 1            ,              2021         ,              12           ,              0            ,              29           ,              73
 1            ,              2021         ,              13           ,              0            ,              29           ,              94
 1            ,              2021         ,              14           ,              0            ,              29           ,              80
 1            ,              2021         ,              15           ,              0            ,              29           ,              93
 1            ,              2021         ,              16           ,              0            ,              29           ,              96
 1            ,              2021         ,              17           ,              0            ,              29           ,              71
 1            ,              2021         ,              18           ,              0            ,              29           ,              94
 1            ,              2021         ,              19           ,              0            ,              29           ,              91
 1            ,              2021         ,              20           ,              0            ,              29           ,              94
 1            ,              2021         ,              21           ,              0            ,              29           ,              97
 1            ,              2021         ,              22           ,              0            ,              29           ,              100
 1            ,              2021         ,              23           ,              0            ,              29           ,              104
 1            ,              2021         ,              24           ,              0            ,              29           ,              112
 1            ,              2021         ,              25           ,              0            ,              29           ,              104
 1            ,              2021         ,              26           ,              0            ,              29           ,              89
 1            ,              2021         ,              27           ,              0            ,              29           ,              101
 1            ,              2021         ,              28           ,              0            ,              29           ,              91
 1            ,              2021         ,              29           ,              0            ,              29           ,              103
 1            ,              2021         ,              30           ,              0            ,              29           ,              92
 1            ,              2021         ,              31           ,              0            ,              29           ,              93
 1            ,              2021         ,              32           ,              0            ,              29           ,              79
 1            ,              2021         ,              33           ,              0            ,              29           ,              84
 1            ,              2021         ,              34           ,              0            ,              29           ,              80
 1            ,              2021         ,              35           ,              0            ,              29           ,              80
 1            ,              2021         ,              36           ,              0            ,              29           ,              104
 1            ,              2021         ,              37           ,              0            ,              29           ,              84
 1            ,              2021         ,              38           ,              0            ,              29           ,              95
 1            ,              2021         ,              39           ,              0            ,              29           ,              77
 1            ,              2021         ,              40           ,              0            ,              29           ,              85
 1            ,              2021         ,              1            ,              30           ,              34           ,              36
 1            ,              2021         ,              2            ,              30           ,              34           ,              37
 1            ,              2021         ,              3            ,              30           ,              34           ,              38
 1            ,              2021         ,              4            ,              30           ,              34           ,              37
 1            ,              2021         ,              5            ,              30           ,              34           ,              44
 1            ,              2021         ,              6            ,              30           ,              34           ,              29
 1            ,              2021         ,              7            ,              30           ,              34           ,              28
 1            ,              2021         ,              8            ,              30           ,              34           ,              25
 1            ,              2021         ,              9            ,              30           ,              34           ,              21
 1            ,              2021         ,              10           ,              30           ,              34           ,              45
 1            ,              2021         ,              11           ,              30           ,              34           ,              36
 1            ,              2021         ,              12           ,              30           ,              34           ,              37
 1            ,              2021         ,              13           ,              30           ,              34           ,              38
 1            ,              2021         ,              14           ,              30           ,              34           ,              29
 1            ,              2021         ,              15           ,              30           ,              34           ,              39
 1            ,              2021         ,              16           ,              30           ,              34           ,              37
 1            ,              2021         ,              17           ,              30           ,              34           ,              38
 1            ,              2021         ,              18           ,              30           ,              34           ,              34
 1            ,              2021         ,              19           ,              30           ,              34           ,              25
 1            ,              2021         ,              20           ,              30           ,              34           ,              35
 1            ,              2021         ,              21           ,              30           ,              34           ,              33
 1            ,              2021         ,              22           ,              30           ,              34           ,              33
 1            ,              2021         ,              23           ,              30           ,              34           ,              26
 1            ,              2021         ,              24           ,              30           ,              34           ,              30
 1            ,              2021         ,              25           ,              30           ,              34           ,              41
 1            ,              2021         ,              26           ,              30           ,              34           ,              32
 1            ,              2021         ,              27           ,              30           ,              34           ,              38
 1            ,              2021         ,              28           ,              30           ,              34           ,              42
 1            ,              2021         ,              29           ,              30           ,              34           ,              36
 1            ,              2021         ,              30           ,              30           ,              34           ,              33
 1            ,              2021         ,              31           ,              30           ,              34           ,              33
 1            ,              2021         ,              32           ,              30           ,              34           ,              40
 1            ,              2021         ,              33           ,              30           ,              34           ,              38
 1            ,              2021         ,              34           ,              30           ,              34           ,              24
 1            ,              2021         ,              35           ,              30           ,              34           ,              35
 1            ,              2021         ,              36           ,              30           ,              34           ,              38
 1            ,              2021         ,              37           ,              30           ,              34           ,              31
 1            ,              2021         ,              38           ,              30           ,              34           ,              25
 1            ,              2021         ,              39           ,              30           ,              34           ,              21
 1            ,              2021         ,              40           ,              30           ,              34           ,              31
 1            ,              2021         ,              1            ,              35           ,              39           ,              45
 1            ,              2021         ,              2            ,              35           ,              39           ,              50
 1            ,              2021         ,              3            ,              35           ,              39           ,              44
 1            ,              2021         ,              4            ,              35           ,              39           ,              48
 1            ,              2021         ,              5            ,              35           ,              39           ,              53
 1            ,              2021         ,              6            ,              35           ,              39           ,              39
 1            ,              2021         ,              7            ,              35           ,              39           ,              44
 1            ,              2021         ,              8            ,              35           ,              39           ,              47
 1            ,              2021         ,              9            ,              35           ,              39           ,              71
 1            ,              2021         ,              10           ,              35           ,              39           ,              50
 1            ,              2021         ,              11           ,              35           ,              39           ,              49
 1            ,              2021         ,              12           ,              35           ,              39           ,              47
 1            ,              2021         ,              13           ,              35           ,              39           ,              49
 1            ,              2021         ,              14           ,              35           ,              39           ,              58
 1            ,              2021         ,              15           ,              35           ,              39           ,              48
 1            ,              2021         ,              16           ,              35           ,              39           ,              54
 1            ,              2021         ,              17           ,              35           ,              39           ,              61
 1            ,              2021         ,              18           ,              35           ,              39           ,              56
 1            ,              2021         ,              19           ,              35           ,              39           ,              64
 1            ,              2021         ,              20           ,              35           ,              39           ,              50
 1            ,              2021         ,              21           ,              35           ,              39           ,              53
 1            ,              2021         ,              22           ,              35           ,              39           ,              55
 1            ,              2021         ,              23           ,              35           ,              39           ,              57
 1            ,              2021         ,              24           ,              35           ,              39           ,              57
 1            ,              2021         ,              25           ,              35           ,              39           ,              62
 1            ,              2021         ,              26           ,              35           ,              39           ,              50
 1            ,              2021         ,              27           ,              35           ,              39           ,              38
 1            ,              2021         ,              28           ,              35           ,              39           ,              66
 1            ,              2021         ,              29           ,              35           ,              39           ,              42
 1            ,              2021         ,              30           ,              35           ,              39           ,              39
 1            ,              2021         ,              31           ,              35           ,              39           ,              58
 1            ,              2021         ,              32           ,              35           ,              39           ,              66
 1            ,              2021         ,              33           ,              35           ,              39           ,              57
 1            ,              2021         ,              34           ,              35           ,              39           ,              47
 1            ,              2021         ,              35           ,              35           ,              39           ,              66
 1            ,              2021         ,              36           ,              35           ,              39           ,              49
 1            ,              2021         ,              37           ,              35           ,              39           ,              68
 1            ,              2021         ,              38           ,              35           ,              39           ,              54
 1            ,              2021         ,              39           ,              35           ,              39           ,              59
 1            ,              2021         ,              40           ,              35           ,              39           ,              54
 1            ,              2021         ,              1            ,              40           ,              44           ,              75
 1            ,              2021         ,              2            ,              40           ,              44           ,              76
 1            ,              2021         ,              3            ,              40           ,              44           ,              84
 1            ,              2021         ,              4            ,              40           ,              44           ,              80
 1            ,              2021         ,              5            ,              40           ,              44           ,              89
 1            ,              2021         ,              6            ,              40           ,              44           ,              78
 1            ,              2021         ,              7            ,              40           ,              44           ,              86
 1            ,              2021         ,              8            ,              40           ,              44           ,              76
 1            ,              2021         ,              9            ,              40           ,              44           ,              87
 1            ,              2021         ,              10           ,              40           ,              44           ,              75
 1            ,              2021         ,              11           ,              40           ,              44           ,              70
 1            ,              2021         ,              12           ,              40           ,              44           ,              84
 1            ,              2021         ,              13           ,              40           ,              44           ,              71
 1            ,              2021         ,              14           ,              40           ,              44           ,              76
 1            ,              2021         ,              15           ,              40           ,              44           ,              68
 1            ,              2021         ,              16           ,              40           ,              44           ,              97
 1            ,              2021         ,              17           ,              40           ,              44           ,              90
 1            ,              2021         ,              18           ,              40           ,              44           ,              97
 1            ,              2021         ,              19           ,              40           ,              44           ,              81
 1            ,              2021         ,              20           ,              40           ,              44           ,              73
 1            ,              2021         ,              21           ,              40           ,              44           ,              65
 1            ,              2021         ,              22           ,              40           ,              44           ,              79
 1            ,              2021         ,              23           ,              40           ,              44           ,              82
 1            ,              2021         ,              24           ,              40           ,              44           ,              85
 1            ,              2021         ,              25           ,              40           ,              44           ,              76
 1            ,              2021         ,              26           ,              40           ,              44           ,              65
 1            ,              2021         ,              27           ,              40           ,              44           ,              66
 1            ,              2021         ,              28           ,              40           ,              44           ,              73
 1            ,              2021         ,              29           ,              40           ,              44           ,              56
 1            ,              2021         ,              30           ,              40           ,              44           ,              69
 1            ,              2021         ,              31           ,              40           ,              44           ,              57
 1            ,              2021         ,              32           ,              40           ,              44           ,              71
 1            ,              2021         ,              33           ,              40           ,              44           ,              78
 1            ,              2021         ,              34           ,              40           ,              44           ,              65
 1            ,              2021         ,              35           ,              40           ,              44           ,              67
 1            ,              2021         ,              36           ,              40           ,              44           ,              65
 1            ,              2021         ,              37           ,              40           ,              44           ,              70
 1            ,              2021         ,              38           ,              40           ,              44           ,              86
 1            ,              2021         ,              39           ,              40           ,              44           ,              73
 1            ,              2021         ,              40           ,              40           ,              44           ,              62
 1            ,              2021         ,              1            ,              45           ,              49           ,              122
 1            ,              2021         ,              2            ,              45           ,              49           ,              158
 1            ,              2021         ,              3            ,              45           ,              49           ,              143
 1            ,              2021         ,              4            ,              45           ,              49           ,              112
 1            ,              2021         ,              5            ,              45           ,              49           ,              126
 1            ,              2021         ,              6            ,              45           ,              49           ,              139
 1            ,              2021         ,              7            ,              45           ,              49           ,              124
 1            ,              2021         ,              8            ,              45           ,              49           ,              114
 1            ,              2021         ,              9            ,              45           ,              49           ,              123
 1            ,              2021         ,              10           ,              45           ,              49           ,              107
 1            ,              2021         ,              11           ,              45           ,              49           ,              122
 1            ,              2021         ,              12           ,              45           ,              49           ,              112
 1            ,              2021         ,              13           ,              45           ,              49           ,              143
 1            ,              2021         ,              14           ,              45           ,              49           ,              122
 1            ,              2021         ,              15           ,              45           ,              49           ,              127
 1            ,              2021         ,              16           ,              45           ,              49           ,              117
 1            ,              2021         ,              17           ,              45           ,              49           ,              115
 1            ,              2021         ,              18           ,              45           ,              49           ,              138
 1            ,              2021         ,              19           ,              45           ,              49           ,              135
 1            ,              2021         ,              20           ,              45           ,              49           ,              121
 1            ,              2021         ,              21           ,              45           ,              49           ,              122
 1            ,              2021         ,              22           ,              45           ,              49           ,              110
 1            ,              2021         ,              23           ,              45           ,              49           ,              118
 1            ,              2021         ,              24           ,              45           ,              49           ,              118
 1            ,              2021         ,              25           ,              45           ,              49           ,              135
 1            ,              2021         ,              26           ,              45           ,              49           ,              115
 1            ,              2021         ,              27           ,              45           ,              49           ,              132
 1            ,              2021         ,              28           ,              45           ,              49           ,              119
 1            ,              2021         ,              29           ,              45           ,              49           ,              124
 1            ,              2021         ,              30           ,              45           ,              49           ,              123
 1            ,              2021         ,              31           ,              45           ,              49           ,              105
 1            ,              2021         ,              32           ,              45           ,              49           ,              103
 1            ,              2021         ,              33           ,              45           ,              49           ,              129
 1            ,              2021         ,              34           ,              45           ,              49           ,              101
 1            ,              2021         ,              35           ,              45           ,              49           ,              110
 1            ,              2021         ,              36           ,              45           ,              49           ,              126
 1            ,              2021         ,              37           ,              45           ,              49           ,              135
 1            ,              2021         ,              38           ,              45           ,              49           ,              125
 1            ,              2021         ,              39           ,              45           ,              49           ,              112
 1            ,              2021         ,              40           ,              45           ,              49           ,              104
 1            ,              2021         ,              1            ,              50           ,              54           ,              292
 1            ,              2021         ,              2            ,              50           ,              54           ,              291
 1            ,              2021         ,              3            ,              50           ,              54           ,              284
 1            ,              2021         ,              4            ,              50           ,              54           ,              296
 1            ,              2021         ,              5            ,              50           ,              54           ,              298
 1            ,              2021         ,              6            ,              50           ,              54           ,              281
 1            ,              2021         ,              7            ,              50           ,              54           ,              281
 1            ,              2021         ,              8            ,              50           ,              54           ,              255
 1            ,              2021         ,              9            ,              50           ,              54           ,              241
 1            ,              2021         ,              10           ,              50           ,              54           ,              265
 1            ,              2021         ,              11           ,              50           ,              54           ,              234
 1            ,              2021         ,              12           ,              50           ,              54           ,              262
 1            ,              2021         ,              13           ,              50           ,              54           ,              284
 1            ,              2021         ,              14           ,              50           ,              54           ,              286
 1            ,              2021         ,              15           ,              50           ,              54           ,              277
 1            ,              2021         ,              16           ,              50           ,              54           ,              307
 1            ,              2021         ,              17           ,              50           ,              54           ,              307
 1            ,              2021         ,              18           ,              50           ,              54           ,              290
 1            ,              2021         ,              19           ,              50           ,              54           ,              250
 1            ,              2021         ,              20           ,              50           ,              54           ,              259
 1            ,              2021         ,              21           ,              50           ,              54           ,              257
 1            ,              2021         ,              22           ,              50           ,              54           ,              252
 1            ,              2021         ,              23           ,              50           ,              54           ,              263
 1            ,              2021         ,              24           ,              50           ,              54           ,              270
 1            ,              2021         ,              25           ,              50           ,              54           ,              221
 1            ,              2021         ,              26           ,              50           ,              54           ,              238
 1            ,              2021         ,              27           ,              50           ,              54           ,              231
 1            ,              2021         ,              28           ,              50           ,              54           ,              247
 1            ,              2021         ,              29           ,              50           ,              54           ,              226
 1            ,              2021         ,              30           ,              50           ,              54           ,              218
 1            ,              2021         ,              31           ,              50           ,              54           ,              247
 1            ,              2021         ,              32           ,              50           ,              54           ,              236
 1            ,              2021         ,              33           ,              50           ,              54           ,              232
 1            ,              2021         ,              34           ,              50           ,              54           ,              217
 1            ,              2021         ,              35           ,              50           ,              54           ,              232
 1            ,              2021         ,              36           ,              50           ,              54           ,              244
 1            ,              2021         ,              37           ,              50           ,              54           ,              243
 1            ,              2021         ,              38           ,              50           ,              54           ,              265
 1            ,              2021         ,              39           ,              50           ,              54           ,              231
 1            ,              2021         ,              40           ,              50           ,              54           ,              264
 1            ,              2021         ,              1            ,              55           ,              59           ,              524
 1            ,              2021         ,              2            ,              55           ,              59           ,              538
 1            ,              2021         ,              3            ,              55           ,              59           ,              508
 1            ,              2021         ,              4            ,              55           ,              59           ,              507
 1            ,              2021         ,              5            ,              55           ,              59           ,              474
 1            ,              2021         ,              6            ,              55           ,              59           ,              491
 1            ,              2021         ,              7            ,              55           ,              59           ,              500
 1            ,              2021         ,              8            ,              55           ,              59           ,              431
 1            ,              2021         ,              9            ,              55           ,              59           ,              472
 1            ,              2021         ,              10           ,              55           ,              59           ,              451
 1            ,              2021         ,              11           ,              55           ,              59           ,              439
 1            ,              2021         ,              12           ,              55           ,              59           ,              465
 1            ,              2021         ,              13           ,              55           ,              59           ,              474
 1            ,              2021         ,              14           ,              55           ,              59           ,              494
 1            ,              2021         ,              15           ,              55           ,              59           ,              558
 1            ,              2021         ,              16           ,              55           ,              59           ,              503
 1            ,              2021         ,              17           ,              55           ,              59           ,              516
 1            ,              2021         ,              18           ,              55           ,              59           ,              518
 1            ,              2021         ,              19           ,              55           ,              59           ,              482
 1            ,              2021         ,              20           ,              55           ,              59           ,              505
 1            ,              2021         ,              21           ,              55           ,              59           ,              471
 1            ,              2021         ,              22           ,              55           ,              59           ,              489
 1            ,              2021         ,              23           ,              55           ,              59           ,              513
 1            ,              2021         ,              24           ,              55           ,              59           ,              480
 1            ,              2021         ,              25           ,              55           ,              59           ,              429
 1            ,              2021         ,              26           ,              55           ,              59           ,              465
 1            ,              2021         ,              27           ,              55           ,              59           ,              439
 1            ,              2021         ,              28           ,              55           ,              59           ,              458
 1            ,              2021         ,              29           ,              55           ,              59           ,              426
 1            ,              2021         ,              30           ,              55           ,              59           ,              426
 1            ,              2021         ,              31           ,              55           ,              59           ,              465
 1            ,              2021         ,              32           ,              55           ,              59           ,              457
 1            ,              2021         ,              33           ,              55           ,              59           ,              445
 1            ,              2021         ,              34           ,              55           ,              59           ,              429
 1            ,              2021         ,              35           ,              55           ,              59           ,              432
 1            ,              2021         ,              36           ,              55           ,              59           ,              444
 1            ,              2021         ,              37           ,              55           ,              59           ,              408
 1            ,              2021         ,              38           ,              55           ,              59           ,              467
 1            ,              2021         ,              39           ,              55           ,              59           ,              444
 1            ,              2021         ,              40           ,              55           ,              59           ,              452
 1            ,              2021         ,              1            ,              60           ,              64           ,              785
 1            ,              2021         ,              2            ,              60           ,              64           ,              742
 1            ,              2021         ,              3            ,              60           ,              64           ,              728
 1            ,              2021         ,              4            ,              60           ,              64           ,              712
 1            ,              2021         ,              5            ,              60           ,              64           ,              751
 1            ,              2021         ,              6            ,              60           ,              64           ,              770
 1            ,              2021         ,              7            ,              60           ,              64           ,              724
 1            ,              2021         ,              8            ,              60           ,              64           ,              652
 1            ,              2021         ,              9            ,              60           ,              64           ,              624
 1            ,              2021         ,              10           ,              60           ,              64           ,              651
 1            ,              2021         ,              11           ,              60           ,              64           ,              590
 1            ,              2021         ,              12           ,              60           ,              64           ,              667
 1            ,              2021         ,              13           ,              60           ,              64           ,              712
 1            ,              2021         ,              14           ,              60           ,              64           ,              643
 1            ,              2021         ,              15           ,              60           ,              64           ,              682
 1            ,              2021         ,              16           ,              60           ,              64           ,              715
 1            ,              2021         ,              17           ,              60           ,              64           ,              725
 1            ,              2021         ,              18           ,              60           ,              64           ,              743
 1            ,              2021         ,              19           ,              60           ,              64           ,              645
 1            ,              2021         ,              20           ,              60           ,              64           ,              671
 1            ,              2021         ,              21           ,              60           ,              64           ,              643
 1            ,              2021         ,              22           ,              60           ,              64           ,              664
 1            ,              2021         ,              23           ,              60           ,              64           ,              624
 1            ,              2021         ,              24           ,              60           ,              64           ,              702
 1            ,              2021         ,              25           ,              60           ,              64           ,              670
 1            ,              2021         ,              26           ,              60           ,              64           ,              643
 1            ,              2021         ,              27           ,              60           ,              64           ,              645
 1            ,              2021         ,              28           ,              60           ,              64           ,              617
 1            ,              2021         ,              29           ,              60           ,              64           ,              627
 1            ,              2021         ,              30           ,              60           ,              64           ,              629
 1            ,              2021         ,              31           ,              60           ,              64           ,              623
 1            ,              2021         ,              32           ,              60           ,              64           ,              590
